id	leader	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
87406	04294cam a2200541 a 4500				Historic tales : a novel.	Historic tales. A novel.						1790	1790.	London	['Charles Dilly']	Printed for C. Dilly, in the Poultry.				Duodecimo		['Fiction based on the life of Anne Boleyn.']		"My Lord, -- Unused and averse to the language of flattery, or the cant of dedication, I present this work to you, persuaded your Lordship disdains to receive adulation as much as I do offering it; and flattering myself you will not, though a nice judge of writing, view it with the eye of criticism--but with indulgence pardon the errors of a first essay, and the humble offering of one who, though unknown, has the honor of being allied to you."						"Remains of the ancient people of Vaudois, who inhabited the vallies lying between Provence and Dauphiny in France. For an account of them see Voltaire's works."	['Poems of Ossian']	['Third-person']	['Letters']		true		Author (text)	Generic/Descriptive	Indeterminate		['Mixed Genre']		['Tale', 'Novel']		PU	JAD	Swarthmore College
87427	05722cam a2200661 a 4500	Gentleman of the Temple.			The school of virtue : a novel, on a new plan : to which is added, The fair solitary, or Female hermit, a novel : from the French of the Marchioness of Lambert.	The school of virtue, a novel, on a new plan. To which is added, the fair solitary; or, the female hermit, a novel. From the French of the Marchioness de Lambert.						1790	1790.	Philadelphia		Printed and sold by William Spotswood.	['Spotswood, William']			Duodecimo		['Issued in one vol., each with separate pagination: v. [1]: [2], ii, 197, [3] p.; v. [2]: 72 p.']	Transcription of first sentence of preface: "The necessity of reformation in the modern system of novels, is obvious to every reader of taste and judgment."								['']	['Third-person', 'First-person']					Author (paratext)	Generic/Descriptive	Male	Male	['Mixed Genre']		['School', 'Virtue', 'Novel', 'Plan', 'Solitary', 'Hermit', 'French', 'Marchioness']		PU	AGY	Swarthmore College
87543	04883cam a2200841 a 4500	Burke,			Ela, or, The delusions of the heart : a tale founded on facts. To which is added, Henry and Emma, a poem / by Matthew Prior, Esq. and The deserted village / by Dr. Goldsmith.	Ela, or the delusions of the heart. A tale, founded on facts. To which is added, Henry and Emma: a poem. By Mathew Prior, Esq. And the deserted village. By Dr. Goldsmith.	Ela, or the delusions of the heart.					1790	1790.	Boston	['Benj. Larkin and John W. Folsom.', 'Larkin, Benjamin', 'Folsom, John West']	Printed for and sold by Benj. Larkin, and John W. Folsom.				Duodecimo		['"Ela", an epistolary novel, was published anonymously by Mrs. Burke.']									['', 'Rowe.']	['Letters']			true		Author (text)	Proper name					['Delusion', 'Heart', 'Tale', 'Fate', 'Poem', 'Esq.', 'Village', 'Dr.', 'Model', 'Maid']		PU	AGY	Swarthmore College
88231	04064cam a2200613 a 4500	Parsons,	d. 1811.	by Mrs. Parsons.	The history of Miss Meredith : a novel / by Mrs. Parsons.	The history of Miss Meredith: a novel. Dedicated by permission, to the most noble the Marchioness of Salisbury. By Mrs. Parsons. The third edition.				The third edition.	Third edition.	1791	1791	Dublin		Printed by J. Jones, No.III, Grafton-Street.						['An epistolary novel.']		Transcription: "Dedicated by permission, to the most noble the Marchioness of Salisbury."					true	Transcription: "Sir Edward Stanley's letter to the Earl of Bleville, giving an account of Mrs. Montague's death, and the disposition of her fortune, was omitted to prevent tautology."	['']	['Epistolary']	['First-person']		true	true	Author (text)	Proper name	Female	Female			['History', 'Novel', 'Permission', 'Marchioness']	['Salisbury']	PU	ECH	University of Pennsylvania
88558	07637cam a2200817 a 4500	Radcliffe, Mary-Anne.		translated from the Russ of the celebrated M. Wocklow : in three volumes.	Radzivil : a romance / translated from the Russ of the celebrated M. Wocklow : in three volumes.	Radzivil, a romance. Translated from the Russ of the celebrated M. Wocklow. In three volumes.						1790	1790	London	['Lane, William']	Printed for W. Lane, Leadenhall Street.	['Minerva Press']			Duodecimo		['Published pseudonymously.  "Attributed by a Minerva Library Catalogue of 1814 to Mrs. Ann Radcliffe, but is probably by Mrs. Mary Ann Radcliffe, author of Manfrone ..." -- Blakey, D. Minerva Press, p. 151.']	First line transcription: "It is not permitted to many to instruct mankind: surely it is no very mean office, to afford an innocent amusement, to the necessary hours of relaxation: this I have attempted: if I fail to amuse, at least, I shall not corrupt."						true	pg.52: "At this moment, the Province of Upper Austria was so much infested by a daring banditti, that it was necessary to proceed in the most summary way."	['']	['First-person']	['Epistolary']				Author (paratext)	Generic/Descriptive	Indeterminate	Female	['Fiction']		['Romance', 'Russ', 'Russian', 'Volume']		PU	AGY	Swarthmore College
88709	05804cam a2200649 a 4500	Mackenzie, Henry,	1745-1831.		The man of feeling.	The man of feeling.				A new edition.		1791	1791.	Philadelphia		Printed and sold by W. Woodhouse, at the Bible, No. 6, South Front-Street.	['Woodhouse, William']			Duodecimo		['Published anonymously. By Henry Mackenzie.']					Running title of introduction: "Introduction."			Footnotes are indicated by an asterisk.	['']	['Third-person']	['First-person']				Author (paratext)	Generic/descriptive	Male	Male			['Man', 'Feeling']		PU	ECH	University of Pennsylvania
88716	05668cam a2200745 a 4500	Radcliffe, Mary-Anne.			The fate of Velina de Guidova : a novel, in three volumes.	The fate of Velina de Guidova. A novel. In three volumes. Vol I.						1790	1790	London	['Lane, William']	Printed for W. Lane, Leadenhall-Street				Duodecimo		['"G.F. Singer, The Epistolary novel, p. 127, says that this has been assigned to Mrs. [Ann] Radcliffe, but does not say on what grounds. It is attributed by Minerva Library Catalogues of 1802 and 1814 to Mrs. Radcliffe, but is probably by Mrs. Mary Ann Radcliffe, author of Manfrone, or, The one-handed monk (1809)."  Blakey, D.  Minerva Press, p. 150.']									['']	['Epistolary']	['First-person']			true					['Fiction']		['Fate', 'Novel', '"Volume']		PU	JAD	Swarthmore College
89527	05878cam a2200769 a 4500	Mackenzie, Henry,	1745-1831.		The man of feeling.	The man of feeling.				A new edition.		1791	1791.	Philadelphia		Printed and sold by H. Taylor,	['H. Taylor']			Duodecimo		['By Henry Mackenzie. Cf. Halkett & Laing (2nd ed.)']					Introduction is 6 pages long.			Footnotes are indicated by an asterisk.	['']	['Third-person']	['First-person']		true	true	Author (paratext)	Generic/descriptive	Male	Male			['Man', 'Feeling']		PU	ECH	University of Pennsylvania
983422	07198cam a22009371  4500	Combe, William,	1742-1823.		The devil upon two sticks in England : being a continuation of Le diable boiteux of Le Sage.	The devil upon two sticks in England: being a continuation of Le Diable Boiteux of Le Sage. Vol. I.						1790	1790	London		Printed at the Logographic Press; and sold by J. Walter No. 169, Piccadilly; and W. Richardson, under the royal exchange.	['Logographic Press']	['The Principal Booksellers in Town and Country', 'J. Walter', 'W. Richardson']		Duodecimo		['The University of Pennsylvania holds multiple editions (but not multiple copies of the same edition) in its rare book collection.']	"I have not only adopted the machinery of Le Sage, to present the manners of the present times, but have also taken the liberty to make this work a regular Continuation of the Diable Boiteux of that admirable writer."								['', 'Virgil']	['Third-person']	['Letters']		true		Author (text)	Generic/Descriptive		Male		['Le Diable Boiteux']	['Devil', 'Stick', 'Continuation']	['England']	PU	JAD	Swarthmore College
984504	06830cam a2200757 a 4500	Hitchcock, Enos,	1745-1803.	By Enos Hitchcock, D.D. ; Vol. I[-II].	Memoirs of the Bloomsgrove family. : In a series of letters to a respectable citizen of Philadelphia. Containing sentiments on a mode of domestic education, suited to the present state of society, government, and manners, in the United States of America: and on the dignity and importance of the female character. : Interspersed with a variety of interesting anecdotes. / By Enos Hitchcock, D.D. ; Vol. I[-II].	Memoirs of the Bloomsgrove family. In a series of letters to a respectable citizen of Philadelphia. Containing sentiments on a mode of domestic education, suited to the present state of society, government, and manners, in the United States of America: and on the dignity and importance of the female character. Interspersed with a variety of interesting anecdotes. By Enos Hitchcock, D. D. Vol. I.						1790	1790	Boston		by Thomas and Andrews, at Faust's statue, no. 45, Newbury Street.	['Thomas & Andrews', 'Thomas, Isaiah', 'Andrews, Ebenezer Turrell']			Duodecimo		['Running title: Domestic memoirs.']		Transcription of first line: "Madam, --- If I had in view any of the usual objects of the dedications, I might enumerate accomplishments, generally admired, which justice would permit--but delicacy would forbid me to apply."					true	-------Seiz'd in thought, ---On fancy's wild and roving wing I sail, ---From the green borders of the poepled earth, ---And the pale moon, her fair attendant	['']	['Epistolary']	['Third-person']		true		Author(text)	Proper name		Male			['Memoir', 'Family', 'Series', 'Citizen', 'Sentiments', 'Mode', 'Education', 'State', 'Society', 'Government', 'Manner', 'Dignity', 'Importance', 'Character', 'Variety', 'Anecdotes']	['Philadelphia', 'United States of America']	PU	CZL	University of Pennsylvania
988725	03927cam a2200517   4500				Poor Jack, or, The true and authentic life and adventures of Lieutenent John Trueman : including the story of his friend Christopher Horan the Indian governor.	Poor Jack, or the true and authentic life and adventures of Lieutenent John Trueman; including the story of his friend, Christopher Horam, the Indian governor.	The Adventures of John Trueman, commonly called Poor Jack.					1790	1790	London	['Roach, John']	Printed for J. Roach, Russel-Court, near the Pit-Door, of Drury-Lane Play-House, and sold by all the Booksellers in Great-Britain and Ireland.				Duodecimo	1 ill. ;	['Engraved frontispiece.']				Transcription: "Although Poor Jack, is a character sufficiently well known to, and admired by the sailors of the British Fleet; still he is not generally known to the world at large:"					['']	['First Person']	['Letters']				Author (text)	Generic/Description	Indeterminate				['Life', 'Adventure', 'Lieutenant', 'Story', 'Friend', 'Governor']		University of Pennsylvania	KD	University of Pennsylvania
995147	04569cam a22006851a 4500				The Maid of Kent.	The maid of Kent. Vol. I.						1790	1790	London	['Hookham, Thomas']	Printed for T. Hookham, New Bond Street.				Duodecimo		["Publisher's advertisements: vol. 1, [3] p. at the end and vol. 3, [4] p. at the end."]								"This alludes to an antient pile of four rough and enormous stones on the hill; which some antiquaries have called a druid altar--but it seems more probably to have been raised as a sepulchral monument." p.2	['', 'Boileau']	['First-person']	['Letters']		true	true					['Fiction']		['Maid']	['Kent']	PU	MKG	Williams College
105265	03300cam a2200613 a 4500	Sheridan, Frances Chamberlaine,	1724-1766.	by the editor of Sidney Bidulph.	The history of Nourjahad / by the editor of Sidney Bidulph.	The history of Nourjahad. By the editor of Sidney Bidulph. A new edition.				A new edition.		1792	1792	London	['Dodsley, James']	Printed for J. Dodsley, in Pall-Mall.				Duodecimo		['Novel.']									['']	['Third-person']					Author (text)	Reference to other works	Indeterminate	Female		['Sidney Bidulph']	['History', 'Editor']		PU	JAD	Swarthmore College
105341	03695cam a2200589 a 4500				Elvina : a novel, in two volumes.	Elvina; a novel. In two volumes. Vol. I.	Elvina; a novel. Vol. I.					1792	1792	London	['Minerva Press', 'Lane, William']	Printed for William Lane, at the Minerva. Leadenhall-street.			v.1	Octavo		['An epistolary novel.']									['', 'Pastor Fido']	['Epistolary']	['First-person']			true							['Novel', 'Volume']		PU	JAD	Swarthmore College
105347	09820cam a2200973 a 4500	Holcroft, Thomas,	1745-1809.	by Thomas Holcroft.	Anna St. Ives : a novel / by Thomas Holcroft.	Anna St. Ives: a novel. By Thomas Holcroft. Volume I.	Anna St. Ives: a novel. Volume I.					1792	1792.	Dublin :	['Byrne, Patrick', 'Parker, James', 'Grueber, Arthur', 'Moore, James', 'Jones, J.', 'Jones, William', "M'Allister, R. (Randal)", 'Colbert, H. (Harriot)', 'Draper, G.']	Printed for Messrs. F. Byrne [and 8 others],				Duodecimo		['An epistolary novel.']								Located on page 5, denoted with an asterisk. Transcription of denoted sentence: "I am determined to take King Pepin* with me." Transcription of footnote: "A goldfinch which the young lady had so named."	['']	['Epistolary']	['First-person']			true	Author (text)	Proper name	Male	Male			['Novel']		PU	JAD	Swarthmore College
105778	11914cam a2201381 a 4500	Smith, Charlotte Turner,	1749-1806.	by Charlotte Smith.	Celestina : a novel, in three volumes / by Charlotte Smith.	Celestina. A novel. In three volumes. by Charlotte Smith. Vol. I.						1791	1791	Dublin	["R. Cross, P. Wogan, P. Byrne, J. Moore, J. Halpen, H. Colbert, W. Sleater, B. Dornin, W. Porter. A. Grueber, J. Jones, J. Rice, W. Jones, R. White, R. M'alister, and A. Porter", 'R. Cross', 'Wogan, Patrick', 'Byrne, Patrick', 'Moore, John', 'Halpen, John', 'Colbert, H. (Harriot)', 'Sleater, William', 'Dornin, Bernard', 'W. Porter', 'A. Grueber, (Arthur)', 'Jones, John', 'Rice, John', 'Jones, William', 'R. White', "M'Alister, R. (Randal)", 'A. Porter']	Printed for R. Cross, P. Wogan, P. Byrne, J. Moore, J. Halpen, H. Colbert, W. Sleater, B. Dornin, W. Porter. A. Grueber, J. Jones, J. Rice, W. Jones, R. White, R. M'Alister, and A. Porter,				Duodecimo		['Reprint of the first London (1791) edition.']								Footnote transcription: "'Alas! why have not I a Mama too!'"	['']	['Third-person']	['letters']		true		Author (text)	Proper name	Female	Female			['Novel', 'Volume']		University of Pennsylvania	KD	University of Pennsylvania
105799	07222cam a2200913 a 4500	Radcliffe, Ann Ward,	1764-1823.	by the authoress of "A Sicilian romance," &c. : in three volumes.	The romance of the forest : interspersed with some pieces of poetry / by the authoress of "A Sicilian romance," &c. : in three volumes.	The romance of the forest: interspersed with some pieces of poetry. By the authoress of "A Sicilian romance," &c. In three volumes. Vol. I.						1791	1791	London	['Hookham, Thomas', 'J. Carpenter']	Printed for T. Hookham and J. Carpenter, New and Old Bond Street.				Duodecimo		['Written by Ann Ward Radcliffe. Cf. BM.']			"It is proper to mention that some of the little poems inserted in the following pages have appeared, by permission of the author, in the Gazetteer."					Denoted with an asterisk in a sentence on page 113: "French, and see* their wretched policy, their sparkling, but sophistical discourse, frivolous occupations, and, withal, their gay animated air, we shall be compelled to acknowledge that happiness and folly too often dwell together."	['Macbeth.']	['Third-person']	['First-person']		true		Author (text)	References to other works	Female	Female	['Mixed Genre']	['A Sicilian romance']	['Romance', 'Forest', 'Piece', 'Poetry', 'Authoress', 'Volume']		PU	JAD	Swarthmore College
106235	06809cam a2200829 a 4500	Perrin, Pierre,	18th cent.	translated from the French of M. Perrin.	The female Werter : a novel / translated from the French of M. Perrin.	The female Werter. A novel. Translated from the French of M. Perrin. Vol. II.						1792	1792	London	['G. G. J. and J. Robinson (Paternoster-Row, London, England)', 'Robinson, George', 'Robinson, George', 'Robinson, James', 'Robinson, John']	Printed for G. G. J. and J. Robinson, Pater-Noster Row.				Octavo		['Translation of: Werthérie / Pierre Perrin.']							true	The footnote is marked by an asterisk on pg.24. The asterisk is found at the end of the following segment of a sentence: "...their monotonous souls are never pleased, and they exhibit in their persons nothing more than a speaking portrait, or, more properly, an automaton.*" The footnote reads, "The French expression is mahchines de vaucanson.", with the French words in italics.	['']	['Epistolary']	['First-person', 'Third-person']			true	Translator (text)	Generic/Descriptive	Indeterminate			['Werter']	['Novel', 'French']		PU	ECH	University of Pennsylvania
106419	08861cam a2200841 a 4500				The Duchess of York : an English story : in two volumes.	The Duchess of York: an English story. In two volumes. Vol. I.	The Duchess of York: an English story. Vol. I.					1791	1791	London	['Lane, William']	Printed for William Lane, at the Minerva, Leadenhall-Street.	['Minerva Press']			Duodecimo		['An epistolary novel.']	Transcription of first sentence: "Truly conscious to the demerits of this work, I wish to offer a few arguments, that may tend to deprecate the sentence which might justly be passed on it."							Transcription of footnote on pg.53: "This relation of the course of the Duke of York's attachments to Miss Hyde, is the only part of this work that owes its origin to imagination, and the fact on which it is founded is given to the best authority."	['']	['Third-person']	['Epistolary', 'First-person']				Author (text)	Generic/Descriptive	Indeterminate		['Mixed Genre']		['Duchess', 'Story', 'Volume']	['York']	PU	ECH	University of Pennsylvania
106708	05545cam a2200745 a 4500	Morris,		by Mrs. Morris ... : in two volumes.	Illicit love : a novel / by Mrs. Morris ... : in two volumes.	Illicit love: a novel. By Mrs. Morris, author of the rival brothers, a Novel; poems, &c. In two volumes. Vol. I.	Illicit love: a novel. Vol. I.					1791	1791	London		Printed for the Author; and sold by H.D. Symonds, No 20, Paternoster-Row; and W. Beilby, No 6, Pall Mall.		['Symonds, H. D. (Henry Delahoy)', 'Beilby, William']		Octavo		['Dedication to the Hon. Mrs. Massey signed: Your obedient cousin ... R. P. Morris.']	Transcription of first line: "The following pages, like some former work of mine, contain a narrative drawn from real life; it is a faithful relation of incidents which actually occurred."	Transcription of first line: "Madam, having obtained your private approbation of the following sheets, I am happy to have your permission to throw them in a public manner under your protection."							['', 'Otway.']	['Epistolary']	['First-person']				Author (text)	Proper name	Female	Female		['The rival brothers']	['Love', 'Novel', 'Author', 'Poem', 'Volume']		PU	AGY	Swarthmore College
107684	04576cam a2200709 a 4500	Inchbald,	1753-1821.	by Mrs. Inchbald.	A simple story : in two volumes / by Mrs. Inchbald.	A simple story. In two volumes. By Mrs. Inchbald. Vol. II.	A simple story. In two volumes.					1791	1791	Dublin	['Wilson, William', 'Wogan, Patrick', 'Byrne, Patrick', "M'Kenzie, William", 'Moore, James', 'J. Jones', 'J. Halpen', 'Grueber, Arthur', 'W. Jones', 'White, Richard', 'G. Draper', 'Rice, John']	Printed by W. Corbet, for W. Wilson, P. Wogan, P. Byrne, W. M'Kenzie, J. Moore, J. Jones, J. Halpen, A. Grueber, W. Jones, R. White, G. Draper, J. Rice.	['Corbet, William']			Duodecimo		['Reprint of the London, 4-vol. edition of 1791.']	Transcription of first paragraph: "It is said, a book should be read with the same spirit with which it has been written. In that case, fatal must be the reception of this--for the writer frankly avows, that during the time she had been writing it, she has suffered every quality and degree of weariness and lassitude, into which no other employment could have betrayed her."								['']	['Third-person']			true		Author (paratext)	Generic/Descriptive	Female	Female			['Story', 'Volume', 'Mrs.']		PU	JAD	Swarthmore College
107693	05493cam a2200733 a 4500	Lennox, Charlotte,	ca. 1729-1804.		Hermione, or The orphan sisters : a novel, in two volumes.	Hermione: or, the orphan sisters. A novel. In two volumes. Vol. I.	Hermione: or, the orphan sisters.					1791	1791	Dublin		Printed by John Exshaw, No. 98, Grafton-Street.	['Exshaw, J. (John)']			Duodecimo		['Published anonymously. By Charlotte Lennox. Cf. Blakey, D. Minerva Press, p. 154.']									['']	['Epistolary']	['First-person']		true	true							['Sister', 'Novel', 'Volume']		PU	AGY	Swarthmore College
107716	06172cam a2200709 a 4500				The Fair impostor : a novel.	The fair impostor. A novel. Vol I.						1792	1792	London	['Hookham, Thomas', 'Carpenter, James']	Printed for T. Hookham and J. Carpenter, Old and New Bond-Street.				Duodecimo		['An epistolary novel, sometimes attributed to Clara Reeve. Cf. BM.']									['', 'Sterne.']	['Epistolary']	['First-person']			true					['Miscellaneous']		['Impostor', 'Novel', 'Volume']		PU	AGY	Swarthmore College
107757	07982cam a2200913   4500	Bage, Robert,	1728-1801.		Man as he is. A novel.	Man as he is. A novel. In four volumes. Volume I.	Man as he is.					1792	1792	London	['Lane, William']	Printed for William Lane, at the Minerva Press, Leadenhall-street.	['Minerva Press']			Duodecimo		['Each volume - Small green rectangular sticker on upper left corner of front endpaper: "Rare Book Collection Library University of Pennsylvania"']	Transcription of first sentence: "To a refined and sensible people,--says Mr. Rousseau,--instruction can only be offered in form of a novel."								['', 'Marcus Tullius Cicero']	['Third-person']	['Letters']			true	Author (text)	Generic/Descriptive	Male	Male	['Fiction']		['Man', 'Novel', 'Volume']		PU	AGY	Swarthmore College
107759	07180cam a2200769   4500	Rowson,	1762-1824.	by Mrs. Rowson ...	Mentoria, or, The young lady's friend / by Mrs. Rowson ...	Mentoria; or the young lady's friend: By Mrs. Rowson, author of Victoria, &c. &c.						1791	1791	Dublin	['Wogan, Patrick', 'Grueber, Arthur', 'Halpen, John', 'Moore, James', "M'Allister, R. (Randal)", 'Rice, John', 'Jones, William', 'White, Richard']	Printed by Thomas Morton Bates, for Messrs. P. Wogan, A. Grueber, J. Halpen, J. Moore, R. M'Allister, J. Rice, W. Jones, and R. White.	['Thomas Morton Bates']			Duodecimo		['Letters of advice to young ladies, interspersed with moral tales, the longest being: Marian and Lydia (including the story of Dorcas). Includes also: Essay on female education: Urganda and Fatima: The incendiary.']	Transcription of first sentence: "Of all the foolish actions a person can commit, I think that of making an apology for a voluntary error, is the ridiculous; therefore though I have taken up my pen to write a preface, I am utterly at a loss what to say."	Transcription: "Mrs. Rowson Begs leave to return her Acknowledgments to those Friends who have encouraged and supported her in this publication, and has endeavoured to evince her Gratitude, by offering to the perusal of Youth such Precepts as may be conducive to their happiness, and she humbly hopes, to the Benefit of Society in general."					true	Transcription of footnote located on pg.98: "The author cannot help here remarking that as this story is authentic, and not the offspring of fancy, she hopes it will make a lasting impression on the minds of her fair readers."	['']	['Epistolary']	['First-person', 'Third-person']				Author (text)	Proper name	Female	Female		['Victoria']	['Lady', 'Friend', 'Mrs.', 'Author']		PU	ECH	University of Pennsylvania
167109	05557cam a2200769   4500	Reeve, Clara,	1729-1807.	By Clara Reeve.	The school for widows. A novel. By Clara Reeve.	The school for widows. A novel. In three volumes. By Clara Reeve, author of The Old English Baron, &c &c. Volume the first.	The school for widows. Volume the first.					1791	1791	London	['Harrison and Co.', 'Hookham, Thomas', 'Miller, William']	Printed for T. Hookham, New Bond Street; Harrison and Co. Paternoster Row; and W. Miller, Old Bond Street.				Duodecimo		['Library Marginalia: embossed stamp reading "University of Pennsylvania Library" on full title page and last page in all three volumes']	First sentence: "Among the prodigious number of books that go under the denomination of Novels, the far greater number are only intended as the amusement of a vacant hour.								['']	['Epistolary']	['First-person']			true	Author (text)	Generic/Descriptive	Indeterminate	Female		['The Old English Baron']	['School', 'Widow', 'Novel', 'Volume', 'Author']		PU	MKG	Williams College
167109	05714cam a2200781   4500	Reeve, Clara,	1729-1807.	By Clara Reeve.	The school for widows. A novel. By Clara Reeve.	The school for widows. A novel. In three volumes. By Clara Reeve, author of The Old English Baron, &c &c. Volume the first.	The school for widows. Volume the first.					1791	1791	London	['Harrison and Co. (London, England)', 'Hookham, Thomas', 'Miller, William']	Printed for T. Hookham, New Bond Street; Harrison and Co. Paternoster Row; and W. Miller, Old Bond Street.				Duodecimo		['Library Marginalia: Bookplate on front pasted endpaper of v.1, "The Godfrey F. Singer Memorial Presented by Mr. and Mrs. Jacob Singer"']	First sentence: "Among the prodigious number of books that go under the denomination of Novels, the far greater number are only intended as the amusement of a vacant hour.								['']	['Epistolary']	['First-person']		true	true	Author (text)	Generic/Descriptive	Indeterminate	Female		['The Old English Baron']	['School', 'Widow', 'Novel', 'Volume', 'Author']		PU	MKG	Williams College
167109	05108cam a2200721   4500	Reeve, Clara,	1729-1807.	By Clara Reeve.	The school for widows. A novel. By Clara Reeve.	The school for widows. A novel. In three volumes. By Clara Reeve, author of The old English baron, &c. &c. Volume the first.	The school for widows. Volume the first.					1791	1791	London	['Harrison and Co.', 'Hookham, Thomas', 'Miller, William']	Printed for T. Hookham, New Bond Street; Harrison and Co. Paternoster Row; and W. Miller, Old Bond Street.				Duodecimo		['Library sticker on front paste down endpaper for all volumes. Transcription: "Rare Book Collection Library University of Pennsylvania"']	First sentence: "Among the prodigious number of books that go under the denomination of Novels, the far greater number are only intended as the amusement of a vacant hour.								['']	['Epistolary']					Author (text)	Generic/Descriptive	Indeterminate	Female		['The Old English Baron']	['School', 'Widow', 'Novel', 'Volume', 'Author']		PU	MKG	Williams College
1982221	06038cam a2200769 i 4500	Man, Henry,	1747-1799.	by the Author of The trifler : in two volumes.	Flights of Inflatus, or, The sallies, stories, and adventures of a wild-goose philosopher / by the Author of The trifler : in two volumes.	Flights of Inflatus; or, the sallies, stories, and adventures of a wild-goose philosopher. By the author of the Trifler. In two volumes. Vol. I.						1791	1791	London	['Stalker, Charles']	Printed for C. Stalker; and sold by Holl, & Smart, Worcester; Sharp, Warwick; Walford, Stratford; Luckman, Coventry; Sandford, Shrewsbury. And Swiney Birmingham.		['Holl, & Smart', 'J. Holl', 'W. Smart', 'Sharp, John', 'B. Walford', 'Luckman, Matthew', 'P. Sandford', 'Swinney, Miles']		Duodecimo		['The author of The trifler is Henry Man. Cf. Halkett & Laing (2nd ed.), v. 6, p. 99.']	Transcription of first sentence: "Looking the other day over some old Magazines, which had quietly rested untouched at the bottom of a decayed trunk for many years, I found an account given in the Critical Review for July 1777, of a work I published entitled the Trifler; and as these great and tremendous Law-givers (the whole tribe of Reviewers) preside over as judges, nay more, are absolute monarchs over literary merit, I took it into my head to avail myself of their commendations of my former Work, by announcing this performance to be written by the same Author; as also to give the reader the underneath words of the Review in question, that he might form some kind of an idea what sort of a creature this Trifler was, and what he might expect from him in the present publication."						true	Located on page 234. Transcription:"*1789."	['']	['First-person']	['Third-person']				Author (text)	Reference to other works	Male	Male		['The Trifler']	['Flights', 'Sally', 'Story', 'Adventure', 'Philosopher', 'Author', 'Volume']		PU	JAD	Swarthmore College
418993	11626cam a2200733   4500	Walpole, Horace,	1717-1797.	Translated by William Marshal, Gent. [pseud.] from the original Italian of Onuphrio Muralto [pseud.] ...	The castle of Otranto, a Gothic story. Translated by William Marshal, Gent. [pseud.] from the original Italian of Onuphrio Muralto [pseud.] ...	The Castle of Otranto, a gothic story. Translated by William Marshal, Gent. From the original Italian of Onuphrio Muralto, canon of the Church of St. Nicholas at Otranto.	Edward's edition of the Castle of Otranto.			The sixth edition.	Sixth edition	1791	1791	Parma		Printed by Bodoni, for J. Edwards, bookseller of London.	['Bodoni, Giambattista']	['Edwards, James']		Quarto	Ill. (frontispiece)	['Small green rectangular sticker affixed to top left corner of front endpaper: "Rare Book Collection Library University of Pennsylvania"']	Transcription of first sentence: "The following work was found in the library of an ancient Catholic family in the north of England."	The dedication is written in verse and signed "G. Birch."						Transcription of first two sentences: "The favourable manner in which this little piece has been received by the public, calls upon the author to explain the grounds on which he composed it. But before he opens those motives, it is fit that he should ask pardon of his readers for having offered his work to them under the borrowed personage of a translator."	['', 'Hor.']	['Third-person']					Author (text)	Proper name	Male	Male			['Edition', 'Castle', 'Story', 'Gent.', 'Italian', 'Canon', 'Church']	['Otranto', 'Castle of Otranto', 'Church of St. Nicholas']	PU	AGY	Swarthmore College
4324025	05403cam a2200697 i 4500	Cambon,		By M. Berquin.	The history of little Grandison / By M. Berquin.	The history of little Grandison. By M. Berquin, author of The Children's Friend.						1791	1791	London	['Stockdale, John']	Printed for John Stockdale, opposite Burlington-House, Piccadilly.				Duodecimo	Ill. (frontispiece)	["In fact a translation by Arnaud Berquin of Madame de Cambon's 'Kleine Grandisson'."]									['']	['Epistolary']	['First-person', 'Dramatic dialogue']		true	true	Author (text)	Reference to other works			['Mixed Genre']	["The Childrens' Friend"]	['History', 'Author', 'Children', 'Friend']		University of Pennsylvania	CZL	University of Pennsylvania
52916	04776cam a2200637 a 4500	Robinson, Mary,	1758-1800.	by Mrs. M. Robinson ...	Vancenza, or The dangers of credulity : in two volumes / by Mrs. M. Robinson ...	Vancenza; or, the dangers of credulity. In two volumes. By Mrs. M. Robinson, authoress of the poems of Laura Maria, Ainsi va le monde, &c. &c. Volume I.				The second edition.	Second edition	1792	1792	London		Printed for the Authoress; and sold by Mr. Bell, at the British Library, Strand.		['Bell, John']		Octavo		['Library marginalia on v.1 front endpaper attached to front cover: "II 6 5 R/2 2 vols 7/6"']									['', 'Shakspere.']	['Third-person']	['First-person']			true	Author (text)	Reference to other works	Female	Female	['Poetry']	['Laura Maria', 'Ainsi va le monde']	['Danger', 'Credulity', 'Volume', 'Mrs.', 'Authoress', 'Poem', 'le monde']	['Vancenza']	PU	AGY	Swarthmore College
