id	type	x	b	v
161049-2	Preface	"['Preface to the dedication of """"The historical register""""', '""""As no man hath a more stern and inflexible hatred to flattery than myself, it hath been usual with me to send most of my performances into the world without the ornament of those epistolary prefaces, commonly called dedications; a custom however highly censured by my bookseller, who affirms it a most unchristian practice: a patron is, says he, a kind of godfather to a book, and a good author ought as carefully to provide a patron to his works, as a good parent should a godfather to his children: he carries this very far, and draws several resemblances between those two offices (for having in the course of his trade with dramatick writers, purchased, at a moderate computation, the see-simple of one hundred thousand similies, he is perhaps the most expert in their application, and most capable of shewing likeness, in things utterly unlike, of any man living).""']"	['Preface to the dedication']	['v.3']
161049-2	Dedication	"['Dedication to """"The historical register""""', '""""I hope you will pardon the presumption of this dedication, since I really did not know in what manner to apply for your lave; and since I expect no present in return: (the reason I conceive. which first introduc\\\'d the ceremony of asking leave among dedicators:) for surely it is somewhat absurd to ask a man leave to flatte rhim; and he must be a very impudent or simple fellow, or both, who will give it.""']"	['Dedication to the publick.']	['v.3']
161049-2	Dedication	"['Dedication to """"Tumble-down Dick""""', '""""Sir, though Pasquin has put dedications in so ridiculous a light, that patrons may, perhaps, pay some shame for the future for reading their own praises; yet, I hope you will not begin to be affected with so torublesome a passion, when I tell you, I know no man in England to whom I can so properly dedicate the following pages as yourself.""']"	"[""To Mr. John Lun, vulgarly call\\'d esquire.""]"	['v.3']
161049-2	Note	"['Note in """"Tumble-down Dick""""', '""""Phaeton was the son of Phoebus, and Clymene a Grecian oysterwench""']"	['Argument.']	['v.3']
161049-2	Prologue	"['Prologue is written in verse.', 'Prologue to """"The wedding-day""""', '""""Gentlemen and ladies, we must beg your indulgence, and humbly hope you\\\'ll not be offended--- At an accident that has happen\\\'d to-night, which was not in the least intended,--- I assure you: if you please, your money shall be return\\\'d.""']"	['Prologue. Spoken by Mr. Macklin.']	['v.3']
161049-2	Epilogue	"['Epilogue is written in verse.', 'Epilogue to """"The wedding-day""""', '""""The trial ended, and the sentence o\\\'er,--- The criminal stands mute, and pleads no more.""']"	['Epilogue. Written by a friend, and spoken by Mrs. Woffington.']	['v.3']
161049-2	Advertisement	"['Advertisement to """"The fathers""""', '""""The comedy now published, was written by the late Henry Fielding some years before his death.""']"	['Advertisement.']	['v.4']
161049-2	Dedication	"['Dedication to """"The fathers""""', '""""My lord, the author of this play was an upright, useful, and distinguished magistrate for the county of Middlesex; and by his publications laid the foundation of many wholesome laws for the support of good order and subordination in this metropolis, the effects of which have been, and now are, forcibly felt by the public.""']"	['To his grace the Duke of Northumberland, lord lieutenant of the county of Middlesex, and master of the horse to the king.']	['v.4']
161049-2	Epilogue	"['Epilogue in verse.', 'Epilogue to """"The fathers""""', '""""Prologues and epilogues-- to speak the phrase--- Which suits the warlike spirit if these days--- Are cannon charg\\\'d, or sho\\\'d be charg\\\'d, with wit,--- Which, pointed well, each rising folly hit;--- By a late gen\\\'ral who commanded here,--- And fought our bloodless battles many a year!""']"	['Epilogue. Written by Mr. Garrick, and spoken by Miss Young.']	['v.4']
161049-2	Table of Contents		['The contents.']	['v.4']
161049-2	Footnotes	['Footnotes on p. 117, 141, 144, 148, 258, 291, 302, 327, 328, 329, 331, 333, 336, 341, 491, 444', 'Marked with various symbols.']		['v.4']
161049-2	Table of Contents	"['Table of contents to """"Journey from this world to the next""""']"	['Contents.']	"['v.4""']"
161049-2	Introduction	"['Introduction to """"Journey from this world to the next""""', '""""Whether the ensuing pages were really the dream or vision of some very pious and holy person; or whether they were really written in the other world, and sent back to this, which is the opinion of many (though I think too much inclining to superstition); or lately, whether, as infinitely the greatest part imagine, they were really the production of some choice inhabitant of New Bethlehem, is not necessary nor easy to determine.""']"	['The introduction.']	['v.4']
161049-2	Table of Contents	"['Table of contents to """"The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams.""""']"	['Contents.']	"['v.5""']"
161049-2	Footnotes	['Footnotes on p.11, 25, 32, 33, 88, 124, 236, 288, 353', 'Marked with various symbols.']		['v.5']
161049-2	Preface	"['Preface to """"The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams.""""', '""""As it is possible the mere English reader may have a different idea of romance from the author of these little volumes; and may consequently expect a kind of entertainment not to be found, nor which was even intended, in the following pages; it may not be improper to premise a few words concerning this kind of writing, which I do not remember to have seen hitherto attempted in our language.""']"	['Preface.']	['v.5']
161049-2	Preface	"['Preface of """"David Simple"""" at the end of """"The adventures of Joseph Andrews""""', '""""As so many worthy persons have, I am told, ascribed the honour of this performance to me, they will not be surprized at seeing my name to this preface; nor am I very insincere, when I call it an honour, for if the authors of the age are amongst the number of these, who conferred it on me, I know very few of them to whom I shall return the compliment of such a suspicion.""']"	['The preface to David Simple.']	['v.5']
161049-2	Preface	"['Preface of """"The familiar letters between the principal characters in David Simple""""', '""""The taste of the public, with regard to epistolary writing, having been much vitiated by some modern authors, it may not be amiss to premise some short matter concerning it in this place, that the reader may not expect another kind of entertainment than he will meet with in the following papers, nor impute the author\\\'s designed deviation from the common road, to any mistake or error.""']"	['The preface to the familiar letters between the principal character in David Simple, and some others.']	['v.5']
161049-2	Footnotes	['Footnotes on p. 3, 17, 40, 159, 171, 188, 204, 380, 481', 'Marked by various symbols']		['v.7']
161049-2	Other	"['Paratext is an except from main body text of """"Philosophical transactions""""', '""""Sir, some time since died here of old age, one Petrus Gualterus, a man well known in the learned world, and famous for nothing so much as for an extraordinary collection which he had made of the Chrysipi, an animal or vegetable; of which I doubt not but there are still some to be found in England: however, if that should be difficult, it may be easy to send some over to you; as they are at present very plentiful in these parts.""']"	['Abstract of part of a letter from the Heer Rottenscrach in Germany, communicating observations in the Chyspius.']	['v.8']
161049-2	Footnotes	['Footnotes on p.6, 8, 9, 10, 13', 'Marked by various symbols']		['v.8']
161049-2	Table of contents	"['""""Several papers relating to the terrestrial chrysipus, golden foot, or guinea, an inspect, or vegetable, which has this surprising property, that being cut into several pieces, each piece lives, and in a short time becomes as perfect an insect, or vegetable, as that of which it was originally only a part.""']"	['The contents.']	['v.8']
161049-2	Postscript	"['""""Since I composed the above treatise, I have been informed, that these animals swarm in England all over the country, like the locusts, once in seven years; and like them too, they generally cause much mischief, and greatly ruin the country in which they have swarmed.""']"	['Postscript.']	['v.8']
161049-2	Argument	"['Argument on p.19', '""""Olynthus was a powerful free city of Thrace, on the confines of Macedonia.""']"	['The argument.']	['v.8']
161049-2	Footnotes	['Footnotes on p.162, 166, 171, 173, 183, 191, 206, 308, 310', 'Marked by asterisks.']		['v.8']
161049-2	Dedication	"['Dedication to """"Amelia""""', '""""Sir, The following book is sincerely designed to promote the cause of virtue, and to expose some of the most glaring evils, as well public as private, which at present infest the country; though there is scarce, as I remember, a single stroke of satire aimed at any one person throughout the whole.""']"	['To Ralph Allen, esq.']	['v.8']
161049-2	Table of contents	"['Table of contents to """"Amelia""']"	['Contents.']	['v.8']
161049-2	Footnotes	['Footnotes located on p.210, 211, 350, 351, 418, 420', 'Marked by various symbols.']		['v.9']
161049-2	Glossary	"['Found in the middle of """"The Convent-garden journal"""" on p.11-13.""']"	['A modern glossary']	['v.10']
161049-2	Footnotes	['Footnotes located on p.14, 19, 20, 35, 71, 176, 185, 311, 312, 316, 317, 318, 319, 320, 341, 342, 343, 345, 346, 347, 348, 349, 350, 352, 354, 358, 359, 361, 362, 364, 365, 366, 367, 370, 371, 372, 373, 374, 378, 379, 381, 382, 383, 384, 385, 386, 388, 389, 393, 394, 397, 398, 401, 402, 403, 404, 407, 408, 409, 410, 411, 413, 414, 415, 416, 417, 422, 424, 425, 426, 427, 428, 429, 430, 433, 434, 438, 441, 445, 446, 447, 448, 449, 453, 454.', 'Marked by various symbols and letters.']		['v.10']
161049-2	Dedication	"['Dedication to """"The journal of the voyage to Lisbon""""', '""""Your candour is desired on the perusal if the following sheets, as they are the product of a genius that has long been your delight and entertainment.""']"	['Dedication to the public.']	['v.10']
161049-2	Preface	"['Preface to """"The journal of the voyage to Lisbon""""', '""""There would not, perhaps, be a more pleasant, or profitable study, among those which have their principal end in amusement, than  they might be, and ought to be, with joint view to the entertainment and information of mankind.""']"	['Preface.']	['v.10']
161049-2	Introduction	"['Introduction to """"The journal of the voyage to Lisbon""""', '""""In the beginning of August 1753, when I had taken the Duke of Portland\\\'s medicine, as it is called, near a year, the effects of which had been the carrying off the symptoms of a lingering imperfect gout, I was persuaded by Mr. Ranby, the King;s premier serjeant-surgeon, and the ablest advice, I believe, in all the branches of the physical profession, to go immediately to Bath.""']"	['Introduction.']	['v.10']
161049-2	Dedication	"['Dedication to """"An enquiry into the causes of the late increase in robbers &c.""""', '""""My lord, as the reformation of any part of our civil polity requires as much the knowledge of the statesman as of the lawyer, the following sheets are, with the strictest propriety, addressed to a person of the highest eminence in both these capacities.""']"	['To the right honourable Phillip Lord Hardwick, Lord high chancellor of Great Britain.']	['v.10']
161049-2	Preface	"['Dedication to """"An enquiry into the causes of the late increase in robbers &c.""""', '""""There is nothing so much talked of, and so little understood in this country, as the constitution.""']"	['Preface.']	['v.10']
161798	Footnote	"['On first page of text, an explanatory footnote reads, """"Not Litchfield in England, but Lichtfield, a supposed Prussian title.""']"		['v.1']
161806	Footnote	"['On first page of text, an explanatory footnote reads, """"Not Litchfield in England, but Lichtfield, a supposed Prussian title.""']"		['v.1']
162466	Advertisement	"['Begins """"A propensity to gaming having of late given strong encouragement to usury, and the fortunes of several distinguished families been irreparably hurt by that prevailing infatuation, the authoress presumes to hope she may stand excused to delineate the fatal consequences in their most glaring colours.""']"	['Advertisement.']	['v.1']
162702	Preface	"['Begins: """"The following work was written in French, by M. D\\\'Arnaud, an author justly celebrated for his profound knowledge of the human heart, which he has displayed in a number of pathetic pieces, as well for the closet as the stage.""""', '""""With regard to this translation, it may be proper to apologize for the liberty taken of reducing, into the form of an Introduction the explanatory notes at the beginning, which might appear too voluminous in the pages of this small edition, though they have not that effect in the original in octavo. How far in other respects the duty of a Translator has been performend, by doing justice to the spirit of the author, which it is confessed has been attempted, rather than merely to translate his words, must be submitted to the candid public.""']"	['The preface.']	['v.1']
162702	Introduction	"['Begins: """"Soon after the accession of Henry VII. to the throne of England, a report was spread of that monarch\\\'s intention to take away the life of the young Earl of Warwick, son of the Duke of Clarence, and the only surviving male of the House of York, who was at that time a prisoner in the Tower of London. Richard Simon, a priest of Oxford, a man of some subtlety, and more rashness, conceived, from this circumstance, the bold project of drawing a young man, named Lambert Simnel, from the shop of a baker, and persuading him to personate the Earl of Warwick.""""', '""""Thus much it may be necessary to premise, in order to introduce this subject of the following novel, which is taken from history, and has been already treated by M. la Paix de Lizancourt. I have however endeavoured to owe as little as possible to my predecessor.""']"	['The introduction.']	['v.1']
162702	Footnotes	['Located in Preface.']		['v.1']
162702	Footnotes	['Located on pgs. 7-8, 12, 15, 18, 63-4, 91, 113-14, 116, 118-21, 124-5, 132, 199.']		['v.1']
162702	Footnotes	['Located on pgs. 42-3, 56, 175, 180-2, 184.']		['v.2']
163856	Dedication	"['""""Not more honoured for her dignity, than revered for her piety, and beloved for her virtues; the following letters are, with all humility, inscribed by the editor.""']"	['To her most excellent majesty, the queen:']	['v.1']
163856	Preface	"['""""I am happy that in presenting the following letters to the public, I am not exhibiting scenes, or communicating opinions, that can wound delicacy, or pervert sentiment.""']"	['Preface, by the editor.']	['v.1']
163856	Footnotes	"[""Footnotes throughout both paratext and text itself; in the Preface, reference is made to Goethe\\'s The Sorrows of Young Werter, and some excerpts from that are quoted. On p. 43-45, a poem appears in an extended footnote.""]"		['v.1']
163997	Advertisement	"['""""I am obliged to fortune for the papers I now offer to the public. I little imagined, when I bought an old bureau, that I was purchasing a work of fancy; for such I must suspect this little work to be, though it contains many incidents that bear so much the appearance of reality, they they may claim some share of our belief."""" Credited to """"The author of David Simple.""']"	['Advertisement.']	['v.1']
163997	Introduction	"['""""Your ladyship had little compassion either either on yourself or me, when you desired me to write you an exact account of every circumstance of my life, and even of my thoughts, or you did not consider the long detail into which this lead me; a detail tedious for you to read, and difficult for me to write.""']"	['Introduction.']	['v.1']
164001	Advertisement	"['""""It may be necessary in this age of slander and detraction, for the writer of the following novel to declare, that, in the characters here drawn, he has pointed at no particular person, his view being merely to lay before the rising generation the arts and deceptions of the generality mankind.""']"	['Advertisement.']	['v.1']
164282	Dedication	"['""""Madam, It is with the most exalted sense of the sacred respect due to your amiable character, that I presume to dedicate to your Royal Highness the following sheets.""']"	['To her Royal Highness the Princess Charlotte-Agusta-Matilda, Princess-Royal of England.']	['v.1']
1746796	Table of contents		['The contents of volume I.']	['v.1']
1746796	Note	"['Begins: """"As there are some people who cannot read without making applications of the vicious and ludicrous characters they meet with in works of this kind, I declare to these mischievous readers, that they will be to blame, if they apply any of the pictures drawn in this book.""']"	"[""The author\\'s declaration.""]"	['v.1']
1746796	To the Reader	"['Begins: """"Gentle reader, before thou hearest the history of my life, give me leave to entertain thee with a short story.""']"	['Gil Blas to the reader.']	['v.1']
1746796	Footnotes	['Occasional footnotes throughout text, most of which claim to explain aspects of Spanish culture.']		['v.1', 'v.2', 'v.3', 'v.4']
1746796	Table of contents		['The contents of volume II.']	['v.2']
1746796	Table of contents		['The contents of volume III.']	['v.3']
1746796	Table of contents		['The contents of volume IV.']	['v.4']
1798428	Dedication	"['""""Sir, my long experience of your attention confines my view to you as the person to whom I can best venture addressing the following piece: but in thus introducing to you, my juvenile production, I feel a repugnance to the usual form of dedication.""']"	['To A****** D*****, Esq.']	['v.1']
1798766	Dedication	"['Begins: """"Sir, I beg leave to lay an inconsiderable trfle at your feet."""" Signed: """"I am, Sir, with great respect, your sincere admirer and most obedient servant, the author.""']"	['To George Colman, Esq.']	['v.1']
1798766	Advertisement	"['Begins: """"Considering the partiality that is entertained for novels in this country, it is much to be regretted that the generality of them are not written in a style and manner sufficiently excellent to justify so established a prejudice in their favour;---on the contrary, in very many instances, we find the characters are unnatural, the plot improbable, and the language flimsy and unmeaning.""']"	['Advertisement.']	['v.1']
1799034	Errata	"['Begins: """"Page 31 Line 1: for remembrane read remembrance.""']"	['Errata in Vol. I.']	['v.1']
1799034	Errata	"['Begins: """"Page 33 Line 1: for in different read indifferent.""']"	['Errata in Vol. II.']	['v.2']
1800288	Preface	"['""""After the production of those immortal fictions, the Atchievements of Don Quixote, the Adventures of Gil Blas, the histories by Fielding, with others of great excellence, who can hope to obtain even a leaf of that laurel conferred upon the genius and the it of so many ages?""""']"	['Preface.']	"['v.1""']"
1800288	Footnotes	['Footnotes in Preface and main text (v.1 and v.3-4) give textual citations and quotations in French and English.']		['v.1', 'v.3', 'v.4']
1800399	Table of contents	"['Begins: """"Chap. I. Account of Anthony Leger\\\'s Parents--Education--early shews himself good at a shift--remarks on memory--liars ought to have a good one.""']"	['Contents.']	['v.1']
1800399	Table of contents	"['Begins: """"Chap. I. Eliza\\\'s providential deliverance--the trial and execution of Robert and Jenkin.""']"	['Contents.']	['v.2']
1800399	Table of contents	"['Begins: """"Chap. I. Dispute about law--opinions about love--the card table--the battle--the consequences""']"	['Contents.']	['v.3']
1800399	Introduction	"['Begins: """"When memoirs of an illustrious personage are published to the world, we expect to be entertained and edified with a detail of great and good qualities, exemplified in great and good actions: we expect to see the hero adorned with many, if not with every virtue; and that his actions, as to the tenor of them, should bear an appearance of magnificence.""']"	['Introduction.']	['v.1']
190185	Dedication	"['Begins: """"Madam, the condescension and benignity with which your grace has hitherto favoured my performances and attempts, have at last given me boldness enough to intreat your patronage for a little novel."""" Signed: """"Madam, your grace\\\'s most obliged, and most devoted servant, Charlotte Lennox. London, Nov. 20, 1760.""']"	['Dedication to the second edition. To her grace the Dutchess of Newcastle.']	
208314	Dedication	"['""""Madam, the following sheets, which are only intended to exhibit a true picture of the depravity of modern manners, contain not any of those marvellous adventures...which are necessary to bestow an interest on any composition, in the judgment of ordinary readers."""" Signed, """"The author.""']"	['To the Lady Viscountess Fairford.']	['v.2']
3136144	Table of contents		['The contents.']	
3136144	Note	"['Reads: """"N. B. These voyages are intended as a moral political romance--to correct vice, by showing its deformity, in opposition to the beauty of virtue; and to amend the false systems of philosophy, by pointing out the errors, and applying salutary means to avoid them."""" Signed: """"Orrery""']"		
3136144	To the Reader	"['Begins: """"The author of these travels, Mr Lemuel Gulliver, is my ancient and intimate friend; there is likewise some relation between us on the mother\\\'s side. About three years ago, Mr Gulliver growing weary of the concourse of curious people coming to him at his house in REdriff, made small purchase of land, with a convenient house near Neward in Nottinghamshire, his native country; where he now lives retired, yet in good esteem among his neighbors."""" Signed: """"Richard Sympson""']"	['The publisher to the reader.']	
3136144	Letter	"['Begins: """"I hope you will be ready to own publicly, whenever you shall be called to it, that by your great and frequent urgency you prevailed on me to publish a very loose and uncorrect account of my travels, with directions to hire some young gentlemen of either university to put them in order and correct the style, as my cousin Dampier did by my advice in his book called A Voyage round the world."""" Dated: """"April 2, 1727""']"	['A letter from Capt. Gulliver to his cousin Sympson.']	
3136144	Poem	"['Section of poetry begins: """"The three following poems were written, as we are informed, by Dr Arbuthnot, Mr Pope, and Mr Gay"""" Poem begins: """"In Amaze---Lost, I gaze.---Can our eyes---Reach they size?---May my lays---Swell with praise,---Worthy thee! Worthy me!---[...]""']"	['To Quinbus Flestrin, the man-mountain. A Lilliputian ode.']	
3136144	Poem	"['Poem begins: """"Soon as Glumdalclith miss\\\'d her pleasing care,---She wept, she blubber\\\'d, and she tore her hair.---No British miss sincerer grief has known,---Her squirrel missing, or her sparrow flown.---[...]""']"	['The lamentation of Glumdalclith, for the loss of Grildrig: a pastoral.']	
3136144	Poem	"['Below title reads: """"The captain, some time after his return, being retired to Mr Sympson\\\'s in the country; Mrs Gulliver, apprehending, from his late behaviour, some estrangement of his affections, writes him the following expostulating, soothing, and tenderly-complaining epistle."""" Poem begins: """"Welcome, thrice welcome, to thy native place![---]---What! touch me not? What! Shun a wife\\\'s embrace?[---]Have I for this thy tedions absence born,[---]And wak\\\'d, and wish\\\'d whole nights for thy return?[---][...]""']"	['Mary Gulliver to Capt. Lemuel Gulliver. Argument.']	
3136144	Footnotes	['Located on pg. 350.']		
3441301	Preface	"['Transcription: """"Some notice of the extraordinary sucess of this little volume, and the various improvements it has undergone, will not, we hope, be thought unnecessary.""']"	['Preface to the fourth edition.']	
3441301	Table of contents	"['Transcription: """"Chap. I. The Baron relates an account of his first travels.""']"	['Contents.']	
3441301	Footnotes	['Appear frequently through the text']		
3445990	Footnotes	['On p.121-122, v.1; p. 107, 177, v.2; p.52, 75, 77, 89, 91, 138-139, 224, 228, v.3; p.84, 101, 105, 139, v.5; and p.57, 62, 64, 96, v.6. Marked by asterisk.']		['v.1', 'v.2', 'v.3', 'v.5', 'v.6']
3445990	Footnotes	['On p.97, 98, 141. Marked by various symbols.']		['v.4']
3445990	Dedication	"['""""Sir, never poor wight of a dedicator had less hopes from his dedication, than I have from this of mine; for it is written in a bye corner of the kingdom, and in a retir\\\'d thatch\\\'d house, where I live in constant endeavour to fence against the infirmities of ill health, and other evils of life, by mirth; being firmly persuaded that every time a man smiles,-- but much more so, when he laughs, it adds something to this fragment of life.""']"	['To the right honourable Mr. Pitt.']	['v.1']
3445990	Endnotes	['On p.136']		['v.2']
3445990	Dedication	"['""""Having a priori, intended to dedicate the The Amours of my uncle toby to Mr. ***--- I see more reasons, a posteriori, for doing it to Lord *******.""']"	['A dedication to a great man.']	['v.4']
3445990	Dedication	"['""""My lord, I humbly beg leave to offer you these two volumes; they are the best my talents, with such bad health as I have, could produce:-- had providence granted me a larger stock of either, they had been a much more proper present to your lordship.""']"	['To the right honourable John Lord viscount Spencer.']	['v.4']
35225-1	Footnotes	['Occasional footnotes translating French text.']		['v.3', 'v.4']
35225-1	Errata	"['Errata for v.1 and v.3. Begins: """"Vol. I. Page 163, line 7, for contrived read continued [...]""""']"	['Errata.']	"['v.4""']"
35225-2	Footnotes	['Occasional footnotes translating French text.']		['v.3', 'v.4']
35225-2	Errata	"['Errata for v.1 and v.3. Begins: """"Vol. I. Page 163, line 7, for contrived read continued [...]""""']"	['Errata.']	"['v.4""']"
3768971	Advertisement	"['Begins: """"The accounts which are left us of Heliodorus, are very scanty and uncertain. We may collect from them that he flourished under the emperor Theodosius; that he was a Christian; and, as he advanced in life, bishop of Tricca in Thessaly. [...]""']"	['Advertisement.']	['v.1']
3768971	Errata	"['Located at end of v.1. Begins: """"P. 4, note, l.1, for ostio, r. ostro.""']"	['Errata. Vol. I.']	['v.1']
3768971	Errata	['Located at end of v.2. Most of the listed errors are in Greek words, using Greek alphabet.']	['Errata. Vol. II.']	['v.1']
3768971	Footnotes	['Many footnotes throughout.']		['v.1']
3768971	Footnotes	['Many footnotes throughout.']		['v.2']
3769976	Introduction	"['""""It has been observed by some authors, that the minds of children are as white paper, from which erroneous impressions are difficult to erase; and the learned Addison compares them to marble at the quarry, capable of being formed and squared by a gradual process, previous to its being made useful or polished[...]""']"	['Introduction.']	['v.1']
4785227	Dedication	"['Transcription: """"To the honorable Mrs. Ward, are these volumes respectfully inscribed, by her obliged and very obedient humble servant, the author.""']"		['v.1']
4785227	Advertisement	"['Transcription: """"The author cannot suffer a second edition to appear, without expressing the gratitude he feels for teh very flattering marks of approbation with which the siege of Rhodes has been honored by the public."""" Dated: """"Inner Temple, April 2, 1788.""']"	['Advertisement to ths second edition.']	['v.1']
4785227	Preface	"['Begins: """"Although the candour with which the author\\\'s former attempts have been received, has served, in some degree, to dissipate those apprehensions, inseparable from the breast of him who presumes to attract the public attention; yet (he flatters himself) it has by no means lessened his anxiety to pleaase."""" Later: """"As this is the last time the author will ever expose himself to criticism, (in the character of a novelist) he has been particularly assiduous to merit a continuation of that indulgence he has hitherto experienced."""" Dated: """"Oxford, Dec. 21, 1787.""']"	['Preface.']	['v.1']
4785227	Footnotes	['In the preface on p. ii, vii, viii.']		['v.1']
4785227	Table of contents	"['Unique formatting: nearly every chapter has its own page in this Table of contents, on which its first page number is listed with a description of the contents of the chapter. E.g. """"Chap I. Page I. A short account of the family of Hugh de Montmorin. Heloise left to the care of his family by her father.""']"	['Contents of volume I.']	['v.1']
4785227	Table of contents		['Contents of volume II.']	['v.1']
4785227	Footnotes	['Located on pg. 132.']		['v.2']
4785227	Postscript	"['Reads: """"Should the perusal of this tale have smoothed the wrinkled brow of care, or cheered the languid hours of disease - should it have served to banish, for a while, the recollection of useless sorrow, or proved the value - whilst it inculcated the practice of virtue, it will then have answered the principal end of its publication.""']"	['Postscript.']	['v.2']
595131	Preface	"['Begins: """"Though introductory matter, at the first view, may appear              very simple, yet an intelligent reader will readily admit the necessity of it: indeed,              from its very general use in the world, we may term it highly              essential.""']"	['Preface.']	['v.1']
596561	Preface	"['Because all three volumes are bound together, and the preface precedes the first volume, it doesn\\\'t seem to belong to a particular volume. The first sentence reads, """"When I had employed some leisure hours in reading  over these Peruvian tales in the original, they appeared to me so innocently agreeable and entertaining, that I was easily prevailed upon to attempt the translation now offered to the publick.""']"	"[""Translator\\'s preface.""]"	
596561	Footnotes	['Footnotes throughout, most frequently in v.1.']		['v.1', 'v.2', 'v.3']
596561	Preface	"['This is the preface to v.3. The first sentence reads, """"As the French author of the two former volumes of these tales, has by death been prevented from obliging the public with a third, and thereby left his stories imperfect; several who had purchased the translation, being desirous to see the conclusion of the adventures began in the foregoing work, I undertook to carry on the plan, and conclude what was left unfinished.""']"		['v.3']
87232-2	Errata		['Errata.']	['v.2']
87232-2	Footnotes	['Located pp. 282, 423, 425, v.1; and pp. 152, 161, 162, 163, 171, 235, 237, 238, 243, 522, v.2.']		['v.1', 'v.2']
88720	Preface	"['""""These dialogues and tales are accommodated to the present state of society; the author attempts to cure those faults by reason, which ought never to have taken root in the infant mind.""']"	['Preface.']	
88720	Introduction	"['""""Mary and Caroline, though the children of wealthy parents, were, in their infancy, left entirely to the management of servants, or people equally ignorant.""']"	['Introduction.']	
88720	Table of contents	"['""""Chap. I. The treatment of animals.""']"	['Contents.']	
5942278	To the Bookseller	"['""""Sir, I need not acquaint you by what accident these letters were put into my hands, and what pains I have taken in translating them; I will only say that, having been long a scholar to the late most learned Mr. Dadichy, interpreter of the Oriental languages, I have acquired skill enough in the Persian tongue to be able to give the sense of them pretty justly; though I must acknowledge my translation far inferior to the Eastern sublimity of the original, which no English expression can come up to, and which no English reader would admire""']"	['To the Bookseller.']	
5942278	Footnotes	['Multiple footnotes, most often referencing other letters or giving more information about characters']		
1752858	To the Reader	"['Begins, """"An invidious falsehood having appeared in the Oracle of the 25th, and the star of the 27th of April 1752, with a view to hurt my character, and to discredit and prevent the sale of my narrative, asserting, that I was born in the Danish island of Santa Cruz, in the West Indies, it is necessary that, in this edition, I should take notice thereof, and it is only needful for me to appeal to those numerous and respectable persons of character who knew me when I first arrived in England, and could speak no language but that of Africa"""". This section goes on to print a series of letters and recommendations from various people verifying Equiano\\\'s narrative.""']"	['To the Reader.']	
1752858	Subscribers\' List	"[""Separate subscriber\\'s lists exist for English, Irish, and Scottish subscribers""]"	['A list of English subscribers.']	
1752858	Subscribers\' List	"[""Separate subscriber\\'s lists exist for English, Irish, and Scottish subscribers""]"	['A list of Irish subscribers. Dublin.']	
1752858	Subscribers\' List	"[""Separate subscriber\\'s lists exist for English, Irish, and Scottish ""]"	['A list of Scottish subscribers. Edinburgh.']	
1752858	Table of Contents	"['Begins: """"Chap. I. The author\\\'s account of his country, their manners and customs, & c.""']"	['Contents.']	
1752858	Dedication	"['Begins: """"My lords and gentlemen, Permit me, with the greatest deference and respect, to lay at your feet the following genuine narrative; the chief design of which is to excite in your august assemblies a sense of compassionf for the miseries which the slave-trade has entailed on my unfortunate countrymen."""" Signed, """"I am, my lords and gentlemen, your most obedient, and devoted servant, Olaudah Equiano, or Gustavus Vassa. June 1792.""']"	['To the Lords Spiritual and Temporal, and the Commons of the Parliamnet of Great Britain.']	
1752858	Footnotes	['Descriptive/explanatory footnotes appear frequently throughout text, including in the paratext (in To the Reader)']		
102829	Key	"['Begins: """"a. The collar about my neck, to which all my chains were fastened. I was obliged to support it day and night with my hand, as otherwise the nape of my neck would have been falled by the weight."""" The frontispiece is labeled with different letters to which each part of this explanation corresponds.']"	['Explanation of the plate.']	"['v.1""']"
102829	Advertisement	"['Begins: """"The translator has hasted to give this work to his countrymen, convinced that the publick curiosity will be highly gratified by the perusal of so extraordinary a history: a history, which though true, so nearly resembles the flights of fancy, that it seems to have destroyed the established boundaires and criterion of fiction and facts.""""']"	['Advertisement.']	"['v.1""']"
102829	Dedication	"['Begins: """"Sire, this singular book, an appeal to the inhabitants of the earth, was not intended for publication till after my death; that is to say, till the time when the writer would no longer have any thing to fear, and it would be possible to speak truth with impunity."""" Signed: """"Sire, your majesty\\\'s most faithful subject, Trenck.""""']"	['Dedication to the shade of Frederick II. King of Prussia, in the Elysian fields.']	"['v.1""']"
102829	Preface	"['Begins: """"I have little to say of this work; it speaks for itself, and needs no other explanation. It is not a romance, but a history: it is the narrative of real events that passed in the presence of witnesses still alive, and the author, who is at the same time the hero of the story, consents to abide by the judgement of an equitable publick."""" At end reads: """"Written at my house at Schwebach, in the month of June, 1786, in the sixtieth year of my life.""""']"	['Preface.']	"['v.1""']"
102829	Footnotes	['Explanatory footnotes throughout Explanation of plate and main text.']		['v.1', 'v.2']
102829	Errata	['Located on pg. 231. Pasted in. Errata for both vol. 1 and vol. 2.']	['Errata.']	['v.1']
ocm78091842 	Colophon	['Transcription : J. Cundee, Printer, Ivy Lane, Newgate Street.']		
ocn476765648	Preface	"['Being in company, some months ago, with several of the learned authoresses of the adventures of inanimate beings, such as peg-tops, pincushions, kites, &c. and likewise the compilers of memoirs of rather more rational (although dumb) animals; and hearing the great praise bestowed on such productions; it naturally occurred to me, that, under the title of """"The adventures of a pin,"""" as much amusement and instruction might be conveyed, (to those who desire it), as either of my predecessors can boast of having circulated.""']"	['Preface.']	
