id	leader	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
ocm04635045 	05223cam a2200769Ii 4500	eng	Scott, Walter	1771-1832.	by the author of Waverley, Ivanhoe, &c.	The fortunes of Nigel, a romance / by the author of Waverley, Ivanhoe, &c.	The fortunes of Nigel, a romance, by the author of Waverley, Ivanhoe, &c. In two volumes. Vol. I.			2			1822	1822.	Philadelphia		H.C. Carey and I. Lea ;				Duodecimo		['Originally published in May, 1822.']					transcription : Captain Clutterbuck, to the Rev. Dr. Dryasdust.			Various footnotes throughout clarify references made in the text.	['Poetry of the Anti-Jacobin.']	['Third-person']	['Dramatic Dialogue']			true	Author (text)	Reference to other works	Indeterminate	Male	['Fiction.']	['Waverly', 'Ivanhoe']	['Fortune', 'Romance', 'Author', 'Volume']		New York University	NMD	New York University
ocm08634631 	04313cam a2200541Ia 4500	eng	Sidney, Philip Francis		revived, revised, and edited by Philip Francis Sidney.	The ruling passion : a comic story of the sixteenth century / revived, revised, and edited by Philip Francis Sidney.	The ruling passion. A comic story, of the sixteenth century. Revived, revised, and edited, by Philip Francis Sidney, author of ""The hermit in York,"" and various other popular works.			3			1821	1821.	York		Printed for the proprietors of the Hull Packet,	['Thomas Wilson and Sons\u200f', 'Thomas Wilson']			Duodecimo		['Based on: La Fuerza de la Sangre / Miguel de Cervantes.']					Transcription : A few years have elapsed since the editor of the 'Ruling passion' met with an old work, entitled 'The force of blood.'		true		['']	['Third-person']			true	true	Editor (text)	Proper name	Male	Male		['The Hermit in York']	['Passion', 'Story', 'Century', 'Author', 'Work']		New York University	AW	New York University
ocm07075573 	06918cam a2200745I  4500	eng	Smith, Charlotte	1749-1806.	By Charlotte Smith ...	The banished man. A novel. By Charlotte Smith ...	The banished man. A novel. By Charlotte Smith. In four volumes. Volume I.	The banished man. A novel.		4			1794	1794.	London	['T. Cadell, Jun. and W. Davies', 'Cadell, T. (Thomas)', 'Davies, William', 'Cadell, Thomas']	Printed for T. Cadell, jun. and W. Davies,				Duodecimo		['Copy bound in marbled paper; spine in brown leather and title gilded over black leather imprint.']	The work I now offer to the Public; has been written under great disadvantages--and, might I quote in my apology for the defects of so trifling a composition as a novel, the expression used in regard to his great and laborious work by Dr. Johnson [...]			Dialogue between ""Author"" and ""Friend"" about the reception of the first volume."			true	Page 86 : German coaches are made partly like a French cabriole, from whence a leather projects [...].	['', 'Virgil.']	['First-person']	['Letters']		true	true	Author (text)	Proper name	Female	Female			['Man', 'Novel', 'Volume']		New York University	NMD	New York University
ocm07075706 	03718cam a2200613I  4500	eng	Smith, Charlotte	1749-1806.	By Charlotte Smith ...	Celestina. A novel ... By Charlotte Smith ...	Celestina. A novel. In four volumes. By Charlotte Smith. Vol. I.	Celestina. In four volumes.		4	Second edition.	Second edition	1791	1791.	London	['Cadell, Thomas']	Printed for T. Cadell,				Duodecimo		['V.1 is from the first edition; v.2-v.4 are from the second edition.']								Footnotes throughout the volumes provide translations, clarifications, and citations.	['']	['Third-person']	['Letters']		true	true	Author (text)	Proper name	Female	Female	['Fiction']		['Novel', 'Volume']		New York University	XGB	New York University
ocm07075724 	03637cam a2200553Ia 4500	eng	Smith, Charlotte	1749-1806.	by Charlotte Smith.	Desmond : a novel / by Charlotte Smith.	Desmond. A novel, in three volumes. By Charlotte Smith. Volume I.	Desmond. Vol. I.		3			1792	1792.	London	['G. G. J. and J. Robinson (Paternoster-Row, London, England)', 'Robinson, George', 'Robinson, John', 'Robinson, George', 'Robinson, James']	Printed for G.G.J. and J. Robinson,				Duodecimo		['Fales Brit copy v.1-3 have book plate : Spectemur Agendo --- George Browne.']	In sending to the world a work so unlike those of my former writings, which have been honored by its approbation, I feel some degree of that apprehension which an Author is sensible on a first publication.						true	Curees-rectors; (v.1, p.80)	['']	['Epistolary']			true	true	Author (text)	Proper name	Female	Female	['Fiction.']		['Novel', 'Volume']		New York University	NMD	New York University
ocm65625364 	03335cam a2200577Ma 4500	eng	Smith		by Mr. Smith.	A family story / by Mr. Smith.	A family story, in three volumes. By Mr. Smith. Vol. I.			3			1800	1800.	London	['Crosby and Letterman', 'Crosby', 'Letterman']	Printed by C. Boult for Crosby and Letterman ...,	['Cooper and Wilson', 'C. Boult', 'A. MacPherson', 'Cooper', 'Wilson']			Duodecimo		['Each volume was printed by a different printer for the same bookseller.']							true		['']	['Third-person']					Author (text)	Proper name	Male		['Mixed genre']		['Family', 'Story', 'Volumes']			AW	New York University
ocm31393385 	08331cam a2201021Ia 4500	eng	Smith, Charlotte	1749-1806.	by Charlotte Smith.	The letters of a solitary wanderer : containing narratives of various description / by Charlotte Smith.	The Letters of a solitary wanderer: containing narratives of various description. By Charlotte Smith. Vol. I.	The Letters of a solitary wanderer. Vol. I.		5			1800	1800-1802.	London	['T. N. Longman and O. Rees', 'Longman, Thomas Norton', 'Rees, Owen']	Printed by and for Sampson Low,	['Strahan, Andrew', 'Low, Sampson']					['Imprint varies: vols. 4 and 5, Printed for T.N. Longman and O. Rees, 1802.']	Since I began this work almost two years have elapsed, and the first two volumes have been printed nearly half that time. My original intention was to publish six volumes, each containing a single narrative, which the solitary wanderer is supposed to collect in the countries he visits.						true	Footnotes throughout.	['']	['First-person']	['Letters']		true	true	Author (text)	Proper name	Female	Female	['Fiction.']		['Letter', 'Wanderer', 'Narrative', 'Description']		New York University	NMD	New York University
ocm06883452 	04015cam a22006011i 4500	eng	Smith, Charlotte	1749-1806.	by Charlotte Smith.	Marchmont : a novel / by Charlotte Smith.	Marchmont: a novel. By Charlotte Smith. In four volumes. Vol. I.	Marchmont: a novel.		4			1796	1796.	London	['Low, Sampson']	S. Low,				Duodecimo		['Blank slip of paper between pg.204-205 in v.4.']	Few things perhaps are more difficult than to write a preface well, and it is perhaps equally true that no part of a book is so little read.						true	Pg.41 of v.2 : Crockery ware, or glass.	['']	['Third-person']	['Letters']			true	Author (text)	Proper name	Female	Female	['Mixed genre']		['Novel', 'Volume']	['Marchmont']	New York University	XGB	New York University
ocn877490859	03135cam a2200481Mi 4500	eng	Smith, Charlotte	1749-1806.		Montalbert. A novel By Charlotte Smith. In three volumes. ...	Montalbert. A novel. By Charlotte Smith. In three volumes. Vol. I.	Montalbert. A novel. Vol. I.		3			1795	1795.	London	['E. Booker']	Printed by S. Low; for E. Booker,	['Low, Sampson']			Duodecimo		['Bookplate in all volumes : E. Lloyd, Esq. Rhagatt, Corwen, N. W']							true	Pg.22 of v.1 : A down in Hampshire, on the borders of Sussex, the resort of both counties for cricket matches.	['']	['Third-person']	['Letters']			true	Author (text)	Proper name	Female	Female			['Novel', 'Volume']		New York University	XGB	New York University
ocm24584830 	04827cam a2200709 a 4500	eng	Smith, Charlotte	1749-1806.	by Charlotte Smith ; in two volumes, vol. I[-II].	Montalbert : a novel / by Charlotte Smith ; in two volumes, vol. I[-II].	Montalbert a novel. By Charlotte Smith. In two volumes. Vol. I.	Montalbert. A novel.		2			1795	[1795?]-1800.	Philadelphia	['Carey, Mathew']	Printed for Mathew Carey ... by George Kline, Carlisle,	["Snowden & M'Corkle", 'Snowden', "M'Corkle", 'George Kline']			Duodecimo		['Date of publication from Evans.']								Page 16 of v.1 : A down in Hampshire, on the borders of Sussex, the resort of both counties for cricket matches.	['']	['Third-person']			true	true	Author (text)	Proper name	Female	Female			['Novel', 'Volume']	['Montalbert']	New York University	NMD	New York University
ocn228749189	05583cam a2200601Mi 4500	eng	Smith, Charlotte	1749-1806.		The old manor house. A novel, in four volumes. By Charlotte Smith. ...	The old manor house. A novel, in four volumes. By Charlotte Smith. Vol. I.	The old manor house. A novel.		4			1793	1793.	London	['Bell, John']	Printed for J. Bell,				Duodecimo		['Pg.168 of v.1 mispaginated as 16.']								Footnotes provide sources for quotations	['Ariosto', 'Cant xxi. Stanza I.']	['Third-person']	['Letters']			true	Author (text)	Proper name	Female	Female	['Mixed genre']		['Manor', 'House', 'Novel', 'Volume']			XGB	New York University
ocm07071452 	03666cam a2200637I  4500	eng	Smith, Charlotte		By Charlotte Smith ...	The republican\\\'s mistress; a novel founded upon facts. By Charlotte Smith ...	The republican's mistress; a novel founded upon facts. By Charlotte Smith.			3			1821	1821.	London	['W. Wright']	Printed for W. Wright,	['Shackell and Arrowsmith\u200f', 'Shackell', 'Arrowsmith\u200f']			Duodecimo		['Printed by ""Shackell and Arrowsmith."']							true		['', 'Syrus']	['Third-person']	['Letters']			true					['Non-fiction']		['Republican', 'Mistress', 'Novel', 'Facts']		New York University	XGB	New York University
ocn252091768	03180cam a2200469Ia 4500	eng	Smith, Charlotte	1749-1806.	by Charlotte Smith.	The wanderings of Warwick / by Charlotte Smith.	The wanderings of Warwick. By Charlotte Smith.	The Wanderings of Warwick.		1			1794	MDCCXCIV [1794]	London	['Bell, John']	Printed for J. Bell, No. 148, Oxford Street,						['Signatures: [A]² B-N¹².']			So long a period having elapsed since the speedy publication of The Wanderings of Warwick in two volumes was announced, the publisher conceives he should be waiting in that respect which he owes to the public, were he now silently to publish the work in one, without stating his own exculpation, that both the delay, and the promising it in two volumes, are imputable solely to the author--to whom he leaves the task of justifying her own conduct.					Page 66 : Notwithstanding my apprehensions that novel readers, in their eagerness for mere narrative, will murmur at being detained by a sort of dissertation on negro slavery [...]	['']	['Third-person']				true	Author (text)	Proper name	Female	Female	['Duodecimo format (Printing)']		['Wandering']		New York University	NMD	New York University
ocm00965816 	07973cam a2200817Ii 4500	eng				Tales of terror : with an introductory dialogue.	Tales of terror; with an introductory dialogue.	Tales of terror with an introductory dialogue.		1			1801	1801.	London	['Bell, Joseph,']	Printed by W. Bulmer and Co. and sold by J. Bell, no. 148, Oxford-Street, opposite New Bond-Street.	['W. Bulmer and Co.,', 'Bulmer, William,']			Octavo	Ill. (some color)	['Errata: p. [4], first set.']					Friend. --- What, scribble tales? Oh! cease to play the fool! [...] Author. --- Oh! Cease this rage, this misapplied abuse, [...]		true	Page 22 : Though the northern states of Europe, are not conceived, even by the most violent alarmists, to be much infected by the principles of jacobinism, yet in their disloyal languages ""King"" is often used as a term for a fiend, whose business is to destroy the happiness of mankind and whose delight is in human misery."	['Phar. Lib. 6', 'Lucan.']	['Third-person']	['Dramatic dialogue']		true	true	Author(text)	Generic/Descriptive	Indeterminate	Male	['Gothic fiction.']		['Tales', 'Terror', 'Dialogue']		New York University"	NMD	New York University
ocm00742172 	11726cam a22013451a 4500	ger	Lewis, M. G	1775-1818.	written and collected by M.G. Lewis ... ; In two volumes.	Tales of wonder; / written and collected by M.G. Lewis ... ; In two volumes.	Tales of wonder; written and collected by M. G. Lewis, Esq. M.P. author of the monk, castle spectre, love of gain, &c. In two volumes.			2			1801	1801.	London		Printed by W. Bulmer and Co. ... for the author; and sold by J. Bell ...,	['W. Bulmer and Co.', 'Bulmer, William']	['Bell, John']		Octavo		['Large paper edition.']							true	Footnotes throughout both volumes clarify references made in text.	['Macbeth.']	['Third-person']	['Dramatic dialogue']		true	true	Author (text)	Proper name	Male	Male	['Texts.']	['The monk', 'Castle spectre', 'Love of gain']	['Tale', 'Wonder', 'Esq', 'M. P.', 'Volume']		New York University	XGB	New York University
ocm13379341 	03781cam a2200553K  4500	eng	Tempest, Basil			The vallies; or, Scenes and thoughts from secluded life.	The vallies; or, scenes and thoughts from secluded life.			2			1827	1827.	London	['Longman, Rees, Orme, Brown, and Green\u200f', 'Longman, Thomas Norton', 'Hurst, Thomas\u200f', 'Rees, Owen', 'Orme', 'Brown', 'Green']	Longman, Rees, Orme, Brown, & Green,	['W. Wilson']			Duodecimo		['Edited from the manuscripts of Basil Tempest.']		To my excellent friend the Lady Susan Tempest, of Rydare, in the county of ----.					true	Various footnotes throughout.	['', 'Sterne.']	['Epistolary']			true	true	Editor (text)	Generic/descriptive	Indeterminate	Unknown		['Vallies', 'Scenes', 'Thoughts', 'Life']	['Secluded']		New York University	NMD	New York University
ocm09930143 	06374cam a2200649I  4500	eng	Temple, Edmond			The life of Pill Garlick; rather a whimsical sort of fellow.	The life of Pill Garlick; rather a whimsical sort of fellow.	The life of Pill Garlick.		1			1813	1813.	London	['Pople, W']	Printed for the author,		['John Miller', 'N. Mahon']		Duodecimo		['Footnotes found throughout the novel.']	Transcription : Courteous reader, I think I have pretty generally observed that authors of celebrity seldom begin, continue, or end a work without the two popular words ""courteous reader."	Transcription : To the most illuminated and enormous Queen Clumdalca! Chief character in the tragical scene of thumb; patentee of the pendantick practice of scholastic verbosity; prime administrator of the homonymous court of literature; patroness of the curious society of pathetical poetasters; and czarina of all the scribbling states on Jabber Ocean!!!			Transcription : Courteous readers all! I shall not detain you with an account of the causes which induced me to write upon so many sheets of paper, or of what is contained in them: we are somewhat told ""errors, like straws, upon the surface flow---He who would search for pearls must dive below."		true	Pg. 155 : It must be evident to every one of ""classical education common discernment,"" that Lucifer, the silver winged post-boy of the Sun, is the brightest morning star introduced above, and supposed to be waltzing with the Aurora.	['']	['First-person']	['Dramatic dialogue', 'Letters']			true	Author (text)	Proper name	Indeterminate	Male			['Life', 'Sort', 'Fellow']		New York University	AW	New York University
ocn187451781	04071cam a2200649Mi 4500	eng	Charlotte Elizabeth	1790-1846.	by Charlotte Elizabeth.	The Rockite : an Irish story / by Charlotte Elizabeth.	The Rockite, an Irish story. By Charlotte Elizabeth, author of Osric, The system, Consistency, &c. &c.			1	1st ed.		1829	1829.	London	['Nisbet, James']	James Nisbet,	['Dennett, J.']			Duodecimo		['Advertisements: [2] p. at end.']		[...] whose dearest privilege it is to spread among his suffering countrymen the knowledge of that gospel which he himself finds to be the power of god unto salvation; [...]					true	Footnotes throughout.	['']		['Third-person']		true	true	Author (text)	Proper name	Female	Female	['Advertisements']	['Osric', 'The system', 'Consistency']	['Rockite', 'Story', 'Author']		New York University	NMD	New York University
ocm70516068 	04410cam a2200541Ma 4500	eng	Trelawney, Anne		by Anne Trelawney, author of The Offspring of Mortimer, & c &c.	Characters at Brighton : a novel in four volumes / by Anne Trelawney, author of The Offspring of Mortimer, & c &c.	Characters at Brighton. A novel. In four volumes. By Anne Trelawney, author of the offspring of mortimer, &c. &c.	Characters at Brighton. Vol. I.		4			1808	1808.	London	['J. F. Hughes']	Printed by J. Dennett, Leather Lane, Holborn for J.F. Hughes, 15 Paternoster Row and 5 Wigmore Street, Cavendish Square,	['Dennett, John']			Duodecimo			Transcription : It is the prevailing custom in the fashionable novels of the present day, to take the detestable characters from real life, whilst the more amiable ones are perfectly imaginary.	Transcription : Sir, to your Royal Highness, as the illustrious and munificent patron of Brighton, the following sheets are most humbly inscribed by, Sir, Your Royal Highness's most humble servant, the editor.					true		['As You Like It.']	['Third-person']	['Letters']			true	Author (text)	Proper name	Female	Female	['Non-fiction']	['The Offspring of Mortimer']	['Character', 'Novel', 'Volume', 'Author']	['Brighton']	New York University	AW	New York University
ocm10377134 	06830cam a2200937 a 4500	eng	Walker, George	1772-1847.	by George Walker.	The vagabond : a novel / by George Walker.	The vagabond. A novel. By George Walker. Dedicated to the Lord Bishop of Landaff. First American, from the fourth English edition, with notes.			1	First American, from the fourth English edition, with notes.		1800	1800.	Boston	['West and Greenleaf', 'West, David', 'Greenleaf, Oliver Cromwell', 'West, John']	Printed for West and Greenleaf ... and John West ..., from the press of John Russell,	['John Russell']			Duodecimo		['Signatures: A-U⁶.']	The following work is written with a desire of placing, in a practical light, some of the prominent absurdities of many self-important reformers of mankind, who, having heated their their imaginations, sit down to write political romances, which never were, and never will be practical; [...]	Transcription : My Lord, in dedicating the present trifling performance to your Lordship, I am actuated by the same pride which glows in the bosom of a common soldier, who feels, and has at heart, the success of his general.					true	Page 4 : See page 132 and 161 of Political Justice, where the two last contradictory absurdities will be found verbatim.	['', 'Plutarch.']	['Third-person']			true	true	Author (text)	Proper name	Male	Male	['Political fiction.']		['Vagabond', 'Novel', 'Lord Bishop', 'English', 'Edition', 'Note']	['Landaff']	New York University	NMD	New York University
ocm01180901 	04754cam a2200721Ii 4500	eng	Ward, Catherine G	1787-	by Catherine G. Ward.	The cottage on the cliff : a sea-side story / by Catherine G. Ward.	Cottage on the cliff, a sea side story, by Catherine G. Ward, authoress of the mysterious marriage; family portraits; rose of Claremont: poems &c. &c.			1			1823	1823.	London	['Virtue, George']	G. Virtue,	['C. Baynes']			Octavo	illustrations ;	['Added t.p., engraved.']							true	Pg. 85: A sea phrase.	['', 'Shakspeare.']	['Third-person']				true	Author (text)	Proper name	Female	Female	['Novels.']	['The Rose of Claremont', 'The Mysterious Marriage', 'Family Portraits']	['Cottage', 'Cliff', 'Story']		New York University	AW	New York University
ocm78001274 	02750cam a2200433La 4500	eng	Ward, Catherine G	1787-	by Catharine G. Ward.	The daughter of St. Omar : a novel in two volumes / by Catharine G. Ward.	The daughter of St. Omar. A novel. In two volumes. by Catharine G. Ward.	The daughter of St. Omar. A novel.		2			1810	1810.	London	['A. K. Newman']	Printed at Minerva Press for A.K. Newman and Co.,	['A.K. Newman and Co.\u200f']			Duodecimo		['The first page of chapter 1 in v.1 has been torn off and parts of some words are thus missing.']							true	Pg. 59 : The author here vouches for the truth of this assertion occurring to a lady of her acquaintance.	['', 'Home.']	['Third-person']	['Letters']			true					['Novels']		['Daughter', 'Novel', 'Volume']		New York University	AW	New York University
ocn187453083	04871cam a2200613Mi 4500	eng	Ward, Catherine G	1787-	by Mrs. Catherine G. Ward.	The fisher\\\'s daughter, or The wanderings of Wolf, and the fortunes of Alfred : being the sequel to that so greatly admired and popular work, entitled, the cottage on the cliff, or A seaside story / by Mrs. Catherine G. Ward.	The fisher's daughter. Or the wanderings of Wolf, and the fortunes of Alfred, being the sequel to that highly popular and admired work The Cottage on the Cliff. By Mrs. Catherine G. Ward. Authoress of the Mysterious Marriage, Family Portraits, Orphan Boy, Cottage on the Cliff, Poems, &c.			1			1824	1824.	London	['Virtue, George']	George Virtue,	['R. Clay']				illustrations ;	['Added engraved t.p.']							true	Page 85 : The author here alludes to the recent death of Lord Byron, that most admired and accomplished poet, whose loss all poets feel, and all authors mourn.	['']	['Epistolary']	['Letters']			true	Author (text)	Proper name	Female	Female		['Cottage on the Cliff, or a Sea-side Story', 'Mysterious Marriage', 'Family Portraits', 'Orphan Boy', "Widow's Choice", 'The Thorn']	['Fisher', 'Daughter', 'Wandering', 'Fortune', 'Sequel', 'Work', 'Mrs.', 'Authoress']		New York University	NMD	New York University
ocm22774772 	05091cam a2200649Ia 4500	eng	Ward, Catherine G	1787-	by Catherine G. Ward.	The forest girl, or, The mountain hut : an original and interesting domestic tale / by Catherine G. Ward.	The forest girl, or the mountain hut: an original and interesting tale by Catherine G. Ward. Authoress of The mysterious marriage, Cottage on the cliff, The fisher's daughter, The thorn, &c. &c.			1			1826	1826.	London		G. Virtue,	['C. Baynes']			Quarto	illustrations ;	['Added t.p., engraved.']							true	Footnotes througout.	['']	['Third-person']	['Letters']		true	true	Author (text)	Proper name	Female	Female	['Mixed genre']	['The mysterious marriage', 'Cottage on the cliff', "The fisher's daughter"]	['Forest', 'Girl', 'Mountain', 'Hut', 'Tale', 'Authoress']		New York University	XGB	New York University
ocm21618027 	03995cam a2200529Ma 4500	eng	West, Jane	1758-1852.	by the author of A gossip\\\'s story, A tale of the times, &c.	The advantages of education, or, The history of Maria Williams : a tale for very young ladies / by the author of A gossip\\\'s story, A tale of the times, &c.	The advantages of education; or the history of Maria Williams. A tale for very young ladies. In two volumes. By the author of A gossip's story, A tale of the times, &c.			2	2nd ed.		1803	1803.	London	['T.N. Longman and O. Rees\u200f\u200f', 'Lane, Newman, and Co.\u200f', 'Longman, Thomas Norton', 'Rees, Owen', 'Lane, William', 'A. K. Newman\u200f']	Printed at the Minerva Press for T.N. Longman and O. Rees,				Duodecimo		['Armorial bookplate : Leacroft']	As the author's design in composing the following pages, was to instruct rather than to entertain, she entreats her readers not to expect extravagance of character, or variety of incident.						true		['', 'Gilbert West.']	['First-person']	['Letters']			true	Author (text)	Generic/descriptive	Indeterminate	Female	['Fiction']	["A gossip's story", 'A tale of the times']	['Advantage', 'Education', 'History', 'Tale', 'Lady', 'Author']		New York University	XGB	New York University
ocm59222208 	04009cam a2200565Mi 4500	eng				The Woman of genius.	The woman of genius. In three volumes.			3			1821	1821.	London	['Longman, Hurst, Rees, Orme, and Brown\u200f', 'Longman, Thomas Norton', 'Rees, Owen', 'Hurst', 'Orme', 'Brown']	Printed for Longman, Hurst, Rees, Orme, and Brown,	['A. & R. Spottiswoode\u200f', 'A. Spottiswoode', 'R. Spottiswoode']			Duodecimo (12mo)		['Bookplate on front paste-down endpaper v.1-3 : The Fales Collection New York University.']							true	Footnotes throughout explaining references made in the text.	['', 'Akenside.']	['Third-person']	['Letters']		true	true					['Fiction']		['Woman', 'Volume', 'Genius']		New York University	XGB	New York University
ocm43388336 	07334cam a2200937Ki 4500	eng	Wyss, Johann David	1743-1818.		The Swiss family Robinson ; or, Adventures of a father and mother and four sons in a desert island : the genuine progress of the story forming a clear illustration of the first principles of natural history, and many branches of science which most immediately apply to the business of life. : To which are added, notes of reference, explanatory of the subjects treated of. : With plates, and a map of the island.	The Swiss family Robinson; or, adventures of a father and mother and four sons in a desert island: the genuine progress of the story forming a clear illustration of the first principles of natural history, and many branches of science which most immediately apply to the business of life. To which are added, notes of reference, explanatory of the subjects treated of. With plates, and a map of the island. Fifth edition.			1	5th ed.		1824	1824.	London	['Godwin, Mary Jane\u200f']	Printed for M.J. Godwin and Co. at the City French and English Juvenile and School Library,	['M.J. Godwin & Co.\u200f', 'McMillan, Buchanan']			Duodecimo	fol. map plates ;	['12mo: [A]⁴, B-T¹², U².']	The editor confesses that he expected the favour which has been shown by the public to the present work, in the sale of four large editions; for the situations it exhibits of the best affections of our nature, are such as to ""come home to every bosom,"" to interest and gratify both parents and children of all ages and descriptions."		A pastor or a clergyman of west Switzerland, having lost his fortune in the Revolution of 1798, resolved, on reflecting on the family he had to bring up, to become a voluntary exile, and to seek in other climates the means of support.				true		['']	['First-person']	['Dramatic dialogue']		true	true	Editor (text)	Generic/descriptive	Indeterminate	Unknown	['Fiction.']		['Adventure', 'Father', 'Mother', 'Son', 'Desert', 'Island', 'Progress', 'Story', 'Illustration', 'Principle', 'History', 'Branch', 'Science', 'Business', 'Life', 'Note', 'Reference', 'Subject', 'Edition', 'Family']		New York University	XGB	New York University
429311	05844cam a2200721   4500	eng	Johnson, R.	1733 or 4-1793.	by the editor of The looking-glass for the mind.	The blossoms of morality : intended for the amusement and instruction of young ladies and gentlemen / by the editor of The looking-glass for the mind.	The blossoms of morality; intended for the amusement and instruction of young ladies and gentlemen. By the editor of The looking-glass for the mind. With forty-seven cuts, designed and engraved by I. Bewick. The fifth edition.			1	The fifth edition.	Fifth edition.	1810	1810.	London	['Harris, J., Scatcherd and Letterman, B. Crosby and Co., Darton and Harvey, Lackington, A. and Co., Walker, J., and Vernor and Hood.', 'J. Harris', 'Scatcherd and Letterman', 'B. Crosby and Co.', 'Darton and Harvey', 'Lackington, Allen and Co.', 'J. Walker']	Printed for J. Harris; Scatcherd and Letterman; B. Crosby and Co.; Darton and Harvey; Lackington, Allen and Co.; J. Walker; and Vernor and Hood.	['J. Swan and Son', 'J. Swan and Son']			Duodecimo	Ill. ;	['Published anonymously. Generally attributed to Richard Johnson, the printer.']	Explains that the book is intended to teach morality to children.						true		['']	['Third-person']	['Letters']			true	Author (text)	Generic/descriptive	Indeterminate			['The looking-glass for the mind']	['blossom', 'morality', 'amusement', 'instruction', 'lady', 'gentleman', 'editor', 'cut']		University of Pennsylvania		
429368	05986cam a2200529 a 4500	German	Gessner, Salomon	1730-1788		Rural poems: translated from the original German of M. Gesner.	Rural poems. Translated from the original German, of M. Gesner.			1			1796	M DCC LXII	London	['Becket and De Hondt', 'T. Becket, and P. A. De Hondt']	Printed for T. Becket, and P. A. De Hondt, in the Strand				Octavo	Ill. (Frontispiece)		"It is a maxim, with some critics, that Poetry is not to be translated. I am afraid, also, however loth we translators may be to subscribe to it, that there is more truth in this assertion than will be readily acknowleged. This is indubitably certain, that the most arduous task of a tranflator is to convey that happy combination of stile and sentiment, in which poesy consists, from one language to another."						true		['']	['Dramatic dialogue']	['First-person', 'Second-person', 'Third-person']				Translator (text)	Generic/descriptive	Indeterminate	Unknown	['Unknown']		['preface', 'translator']		University of Pennsylvania	ALV	University of Pennsylvania
429890	03091cam a2200529 a 4500	eng				Monimia : a novel, in two volumes.	Monimia.  A novel.  In two volumes.  Vol. I.	Monimia.  A novel.  In two volumes.  Vol. I.		2			1791	M.DCC.XCI.	London	['Lane, William']	Printed for W. Lane, at the Minerva, Leadenhall-Street.				Duodecimo		['An epistolary novel.']			true						['', 'Otway']	['Epistolary']				true					['Epistolary fiction']		['novel', 'volume']		University of Pennsylvania	JRH	Swarthmore College
429975	04298cam a2200601 a 4500	eng				Stellins, or The new Werther : in two volumes.	Stellins; or, the new Werter. In two volumes. Vol. I	Stellins; or, the  new Werter. Vol. I		2			1793	M,DCC,XCIII (1793).	London	['Lane, William', 'Lane, William']	Printed at the Minerva-Press for William Lane, Leadenhall-Street.						["An epistolary novel, in imitation of Goethe's Werther."]				Transcription of the first sentences: "We do not pretend, by giving the title of "The New Werter" to the following sheets, to put the work upon a footing with its excellent model.--The Compiler of the letters left the choice of a name to us..." The editor insists the story is "founded on real facts": "Our history, too, is no romance" (v.1, ii).			true		['Sorrows of Werter.']						Editor (text)		Indeterminate	Unknown	['Epistolary fiction']	['The new Werter']				SCE	Swarthmore College
430658	04733cam a2200529 i 4500	eng	Bolas, Thomas		by Thomas Bolas.	The English merchant, or, The fatal effects of speculation in the funds / by Thomas Bolas.	The english merchant: or the fatal effects of speculation in the funds: a novel, by Thomas Bolas. In two volumes. Vol. I.	The english merchant.		2			1795	MDCCXCV (1795)	London	['Lane, William']	Printed for William Lane at the Minerva Press, Leadenhall-Street.	['Minerva Press']			Duodecimo		['On the full title pages of Vol. I and Vol. II, there are stamps that read "Redwood Library, Newport, RI, Duplicate Sold." The stamp is in blue; beneath both blue stamps are stamps in red, also from the Redwood Library.']		The dedication reads: Gentlemen, That the hasty production of two short months, the greater part of which has been engaged in the humble pursuits of my avocation, should afford leisure to the author to produce a work, in all points so correspondently just as to meet that encouragement it otherwise might have done, the candid judicious reader will allow could scarcely be expected; the idea that gave rise to the opinions thus humbly brought into notice, are the consequence of some little observation, and much feeling resulting purely from the interest I have in the prosperity of the state, and the happiness and independence of the commercial world, forming, as it does, so very efficient a part of it; if the original idea is rather slightly pursued, and extraneous matter introduced, in order to render it somewhat more agreeable to the younger part of my readers, and to make it, at the same time, interesting to the lovely and amiable part of the other sex, I trust the desire of so doing will excuse the deviation, it being intended only faintly to pourtray to the intelligent reader what has eventually carried misery into many truly respectable families."		Written in verse					['']	['Epistolary']					Author (text)	Proper name	Male	Male	['Mixed genre']		['merchant', 'effect', 'speculation', 'fund', 'novel', 'volume']		University of Pennsylvania	ANS	Swarthmore College
