id	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition trans	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution
ocn187451781	eng	Charlotte Elizabeth,	1790-1846.	by Charlotte Elizabeth.	The Rockite : an Irish story / by Charlotte Elizabeth.	The Rockite, an Irish story. By Charlotte Elizabeth, author of Osric, The system, Consistency, &c. &c.			1	1st ed.	1829	1829.	London :		James Nisbet,				Duodecimo		Advertisements: [2] p. at end. | Author\'s full name is Charlotte Elizabeth Tonna, commonly published as Charlotte Elizabeth. | Bookplate : The Fales Collection --- New York University | Handwritten letter from Mary Elizabeth on front free endpaper to the Rev. John Gregg.		[...] whose dearest privilege it is to spread among his suffering countrymen the knowledge of that gospel which he himself finds to be the power of god unto salvation; [...]					true	Footnotes throughout.			Third-person		true	true	Author (text)	Proper name	Female	Female	Fiction	Osric | The system | Consistency	Rockite | Story | Author		New York University
ocm70516068 	eng	Trelawney, Anne.		by Anne Trelawney, author of The Offspring of Mortimer, & c &c.	Characters at Brighton : a novel in four volumes / by Anne Trelawney, author of The Offspring of Mortimer, & c &c.	Characters at Brighton. A novel. In four volumes. By Anne Trelawney, author of the offspring of mortimer, &c. &c.	Characters at Brighton. Vol. I.		4		1808	1808.	London :		Printed by J. Dennett, Leather Lane, Holborn for J.F. Hughes, 15 Paternoster Row and 5 Wigmore Street, Cavendish Square,				Duodecimo			Transcription : It is the prevailing custom in the fashionable novels of the present day, to take the detestable characters from real life, whilst the more amiable ones are perfectly imaginary.	Transcription : Sir, to your Royal Highness, as the illustrious and munificent patron of Brighton, the following sheets are most humbly inscribed by, Sir, Your Royal Highness\'s most humble servant, the editor.					true		As You Like It.	Third-person	Letters			true	Author (text)	Proper name	Female	Female	Non-fiction | Non-fiction | Fiction | Fiction | Fiction | Fiction	The Offspring of Mortimer	Character | Novel | Volume | Author	Brighton	New York University
ocm10377134 	eng	Walker, George,	1772-1847.	by George Walker.	The vagabond : a novel / by George Walker.	The vagabond. A novel. By George Walker. Dedicated to the Lord Bishop of Landaff. First American, from the fourth English edition, with notes.			1	First American, from the fourth English edition, with notes.	1800	1800.	Boston :		Printed for West and Greenleaf ... and John West ..., from the press of John Russell,				Duodecimo		Signatures: A-U⁶. | LC copy has bookseller\'s label of Conrad & Co. | Bookplate : The Fales Collection --- New York University. | Special Collections Brit copy has bookplate pasted inside front cover which reads: The Elmer Ellsworth Brown House for English Studies. The Library of Beverly Sprague Allen. Professor of English 1924-1935. New York University. University Heights.	The following work is written with a desire of placing, in a practical light, some of the prominent absurdities of many self-important reformers of mankind, who, having heated their their imaginations, sit down to write political romances, which never were, and never will be practical; [...]	Transcription : My Lord, in dedicating the present trifling performance to your Lordship, I am actuated by the same pride which glows in the bosom of a common soldier, who feels, and has at heart, the success of his general.					true	Page 4 : See page 132 and 161 of Political Justice, where the two last contradictory absurdities will be found verbatim.	 | Plutarch.	Third-person			true	true	Author (text)	Proper name	Male	Male			Vagabond | Novel | Lord Bishop | English | Edition | Note	Landaff	New York University
ocm01180901 	eng	Ward, Catherine G.	1787-	by Catherine G. Ward.	The cottage on the cliff : a sea-side story / by Catherine G. Ward.	Cottage on the cliff, a sea side story, by Catherine G. Ward, authoress of the mysterious marriage; family portraits; rose of Claremont: poems &c. &c.			1		1823	1823.	London :		G. Virtue,				Octavo	illustrations ;	Added t.p., engraved. | Illustration between pgs. 32-33 | Illustration between pgs. 52-53 | Illustration between pgs. 176-177 | Leaves pressed between pgs. 184-185 | Illustration between pgs. 298-299 | Postal slip found between pgs. 324-325, possibly was being used as a bookmark. | Illustration between pgs. 344-345 | Illustration between pgs. 456-457 | Illustration between pgs. 510-511 | Illustration between pgs. 520-521							true	Pg. 85: A sea phrase.	 | Shakspeare.	Third-person				true	Author (text)	Proper name	Female	Female		The Rose of Claremont | The Mysterious Marriage | Family Portraits	Cottage | Cliff | Story		New York University
ocm78001274 	eng	Ward, Catherine G.	1787-	by Catharine G. Ward.	The daughter of St. Omar : a novel in two volumes / by Catharine G. Ward.	The daughter of St. Omar. A novel. In two volumes. by Catharine G. Ward.	The daughter of St. Omar. A novel.		2		1810	1810.	London :		Printed at Minerva Press for A.K. Newman and Co.,				Duodecimo		The first page of chapter 1 in v.1 has been torn off and parts of some words are thus missing.							true	Pg. 59 : The author here vouches for the truth of this assertion occurring to a lady of her acquaintance.	 | Home.	Third-person	Letters			true					Fiction		Daughter | Novel | Volume		New York University
ocn187453083	eng	Ward, Catherine G.	1787-	by Mrs. Catherine G. Ward.	The fisher\'s daughter, or The wanderings of Wolf, and the fortunes of Alfred : being the sequel to that so greatly admired and popular work, entitled, the cottage on the cliff, or A seaside story / by Mrs. Catherine G. Ward.	The fisher\'s daughter. Or the wanderings of Wolf, and the fortunes of Alfred, being the sequel to that highly popular and admired work The Cottage on the Cliff. By Mrs. Catherine G. Ward. Authoress of the Mysterious Marriage, Family Portraits, Orphan Boy, Cottage on the Cliff, Poems, &c.			1		1824	1824.	London :		George Virtue,					illustrations ;	Added engraved t.p. | Illustrations throughout illustrate different scenes from the narrative.							true	Page 85 : The author here alludes to the recent death of Lord Byron, that most admired and accomplished poet, whose loss all poets feel, and all authors mourn.		Epistolary	Letters			true	Author (text)	Proper name	Female	Female		Cottage on the Cliff, or a Sea-side Story | Mysterious Marriage | Family Portraits | Orphan Boy | Widow\'s Choice | The Thorn	Fisher | Daughter | Wandering | Fortune | Sequel | Work | Mrs. | Authoress		New York University
ocm22774772 	eng	Ward, Catherine G.	1787-	by Catherine G. Ward.	The forest girl, or, The mountain hut : an original and interesting domestic tale / by Catherine G. Ward.	The forest girl, or the mountain hut: an original and interesting tale by Catherine G. Ward. Authoress of The mysterious marriage, Cottage on the cliff, The fisher\'s daughter, The thorn, &c. &c.			1		1826	1826.	London :		G. Virtue,				Quarto	illustrations ;	"Added t.p., engraved. | Bookplate : The Fales Library New York University | Frontispiece captioned H.Rolls,Sc. --- """"The admiral gazed at her, with a pleasure that was almost indescribable."""" Also contains publication information."" | Illustrations at pgs.50, 66, 268, 289, 328, 350, 467, 485. | Illustrations by H. Rolls, C. Pyne, J. Rogers. | Pg.133 dog-eared."							true	Footnotes througout.		Third-person	Letters		true	true	Author (text)	Proper name	Female	Female	Mixed genre	The mysterious marriage | Cottage on the cliff | The fisher\'s daughter	Forest | Girl | Mountain | Hut | Tale | Authoress		New York University
ocm21618027 	eng	West, Jane,	1758-1852.	by the author of A gossip\'s story, A tale of the times, &c.	The advantages of education, or, The history of Maria Williams : a tale for very young ladies / by the author of A gossip\'s story, A tale of the times, &c.	The advantages of education; or the history of Maria Williams. A tale for very young ladies. In two volumes. By the author of A gossip\'s story, A tale of the times, &c.			2	2nd ed.	1803	1803.	London :		Printed at the Minerva Press for T.N. Longman and O. Rees,				Duodecimo		Armorial bookplate : Leacroft | Slip of paper between pgs.96-97 of v.2. Appears to be from bookseller : West, Jane (1758-1852) CBEL III, 420 Block 250	As the author\'s design in composing the following pages, was to instruct rather than to entertain, she entreats her readers not to expect extravagance of character, or variety of incident.						true		 | Gilbert West.	First-person	Letters			true	Author (text)	Generic/descriptive	Indeterminate	Female	Fiction	A gossip\'s story | A tale of the times	Advantage | Education | History | Tale | Lady | Author		New York University
ocm59222208 	eng				The Woman of genius.	The woman of genius. In three volumes.			3		1821	1821.	London :		Printed for Longman, Hurst, Rees, Orme, and Brown,				Duodecimo (12mo)		Bookplate on front paste-down endpaper v.1-3 : The Fales Collection New York University. | The front free endpaper has about an inch cut off the top in all volumes. | Edges are gilded in all volumes. | Bound in purple leather with decorative imprint and gold trim.							true	Footnotes throughout explaining references made in the text.	 | Akenside.	Third-person	Letters		true	true					Fiction | Fiction		Woman | Volume | Genius		New York University
ocm43388336 	eng	Wyss, Johann David,	1743-1818.		The Swiss family Robinson ; or, Adventures of a father and mother and four sons in a desert island : the genuine progress of the story forming a clear illustration of the first principles of natural history, and many branches of science which most immediately apply to the business of life. : To which are added, notes of reference, explanatory of the subjects treated of. : With plates, and a map of the island.	The Swiss family Robinson; or, adventures of a father and mother and four sons in a desert island: the genuine progress of the story forming a clear illustration of the first principles of natural history, and many branches of science which most immediately apply to the business of life. To which are added, notes of reference, explanatory of the subjects treated of. With plates, and a map of the island. Fifth edition.			1	5th ed.	1824	1824.	London :		Printed for M.J. Godwin and Co. at the City French and English Juvenile and School Library,				Duodecimo	fol. map plates ;	"12mo: [A]⁴, B-T¹², U². | Plates from drawings by Henry Corbould. | Translation of: Schweizerische Robinson. | """"B. M\'Millan, Printer, Bow-Street, Covent Garden""""--Title page verso."" | Publisher\'s advertisements on p. [434]-[436]. | Plates on pg.94, 169, 221, 261, 425. | All plates engraved by J. Dadley and H. Corbould."	"The editor confesses that he expected the favour which has been shown by the public to the present work, in the sale of four large editions; for the situations it exhibits of the best affections of our nature, are such as to """"come home to every bosom,"""" to interest and gratify both parents and children of all ages and descriptions."""		A pastor or a clergyman of west Switzerland, having lost his fortune in the Revolution of 1798, resolved, on reflecting on the family he had to bring up, to become a voluntary exile, and to seek in other climates the means of support.				true			First-person	Dramatic dialogue		true	true	Editor (text)	Generic/descriptive	Indeterminate	Unknown			Adventure | Father | Mother | Son | Desert | Island | Progress | Story | Illustration | Principle | History | Branch | Science | Business | Life | Note | Reference | Subject | Edition | Family		New York University
428936	ger	Gessner, Salomon	1730-1788.	Translated from the German of Mr. Gessner.	Daphnis: A Poetrical, Paftoral Novel. Translated from the German of Mr. Gessner.	Daphnis: A Poetrical, Paftoral Novel. Tranflated from the German of Mr. Gessner, The celebrated Author of the Death of Abel. By an English Gentleman, who refided feveral Years at Hamburgh. To which is prefixed, a Prefatory Difcourfe on the Origin and Ufe of Pastoral Poetry.			1		1776	M DCC LXVIII.	London		Sold by J. Dodsley, in Pall-mall; T. Cadell, in the Strand; W. Owen, Temple-Bar; G. Kearsley, Ludgate-ftreet; J. Wilkie and W. Nicoll, in St. Paul\'s Church-yard; and W. Davenhill, at the Royal Exchange.							"Begins: ""Germany has of late made a confpicuous figure in the republick of letters. Animated by Britifh alliances, and Britifh examples, fhe nobly emulates her kindred nation both in literary and military fame. For the truth of this we may appeal to her illuftrious heroes and undaunted troops, who fo much diftinguifhed themfelves in the laft war, and likewife to the many recent works of learning which do fo much honour to that nation, and whofe authors have fully refcued it from the imputation of want of tafte and genius, with which it has been fo long, and fo often unjuftly reproached."""	"Reads: ""Sir, Your defcent from the moft illuftrious Princes of Great Britain and Germany, and the high dignitiy of your title, which is truly paftoral, will, it is humbly hoped, in fome meafure justify the propriety, and apologize for the prefumption of dedicating This Discourse on the Origin and Use of Pastoral Poetry, and this Translation of Daphnis from the German into the English Language, to your Royal Highnefs. Pleafe to receive, Sir, from the tender hands of orphan innocence, this little wreath of flowers, with which the Mufes here prefent you; and may poetry, with the other polite arts, prove fome of the agreeable entertainments and fofter amufements of your younger years. The celebrated Mr. Gessner has truly and juftly obferved, that poetry has always been in the retinue of religion, and has greatly promoted her facred caufe; that it is a avery powerful and delightful method of teaching the leffons of morality; that it improves and refines the underftanding, and excites mankind to every laudable, worthy, and noble action. Small, therefore, as this poetical volume may appear to be, yet as it is of a moral tendency, there is fome pleafing encouragement to hope that it may not be altogether unacceptable to your Royal Highnefs. Formed by the wife precepts and illuftrious examples of your Royal Parents, that you may long inherit all their virtues, and fhare their glorious renown, fhall be the daily prayer of, Sir, Your Royal Highnefs\'s moft obedient, and moft humble Servant, Charlotte Butler."""					true			Third-person		true			Author (paratext)	Generic/Descriptive	Indeterminate	Unknown		Death of Abel	Novel | German | Author | Gentleman | Years | Discourse | Origin | Use | Poetry	Hamburgh	University of Pennsylvania
429311	eng	Johnson, R.	1733 or 4-1793.	by the editor of The looking-glass for the mind.	The blossoms of morality : intended for the amusement and instruction of young ladies and gentlemen / by the editor of The looking-glass for the mind.	The blossoms of morality; intended for the amusement and instruction of young ladies and gentlemen. By the editor of The looking-glass for the mind. With forty-seven cuts, designed and engraved by I. Bewick. The fifth edition.			1	The fifth edition.	1810	1810.	London :		Printed for J. Harris; Scatcherd and Letterman; B. Crosby and Co.; Darton and Harvey; Lackington, Allen and Co.; J. Walker; and Vernor and Hood.				Duodecimo	Ill. ;	"Published anonymously. Generally attributed to Richard Johnson, the printer. | \'The looking glass for the mind\' was based on stories by M. Berquin, to whom this work is also often attributed. | Each new chapter/narrative has a small engraving at its beginning.  The illustrations are are from the ""forty-seven cuts, designed and engraved by I. Bewick"". | Bookplate: ""Library of the University of Pennsylvania"" written on a banner surrounding a globe situated over a lamp, call number ""Pn371.3XR B458"" written in red ink below, and ""The Maria Hosmer Penniman Library of Education"" printed at the bottom."	Explains that the book is intended to teach morality to children.						true			Third-person	Letters			true	Author (text)	Generic/descriptive	Indeterminate			The looking-glass for the mind	blossom | morality | amusement | instruction | lady | gentleman | editor | cut		University of Pennsylvania
429368	German	Gessner, Salomon	1730-1788		Rural poems: translated from the original German of M. Gesner.	Rural poems. Translated from the original German, of M. Gesner.			1		1796	M DCC LXII	London		Printed for T. Becket, and P. A. De Hondt, in the Strand				Octavo	Ill. (Frontispiece)		"""It is a maxim, with some critics, that Poetry is not to be translated. I am afraid, also, however loth we translators may be to subscribe to it, that there is more truth in this assertion than will be readily acknowleged. This is indubitably certain, that the most arduous task of a tranflator is to convey that happy combination of stile and sentiment, in which poesy consists, from one language to another."""						true			Dramatic dialogue	First-person | Second-person | Third-person				Translator (text)	Generic/descriptive	Indeterminate	Unknown	Unknown		poem | German		University of Pennsylvania
429890	eng				Monimia : a novel, in two volumes.	Monimia.  A novel.  In two volumes.  Vol. I.	Monimia.  A novel.  In two volumes.  Vol. I.		2		1791	M.DCC.XCI.	London		Printed for W. Lane, at the Minerva, Leadenhall-Street.				Duodecimo		An epistolary novel.			true						 | Otway	Epistolary				true					Fiction		novel | volume		University of Pennsylvania
429935	eng	Young lady.		by a young lady : in two volumes.	Caroline, or The history of Miss Sedley / by a young lady : in two volumes.	Caroline: or, the history of Miss Sedley. By a young lady. In two volumes. Vol. I.	Caroline: or, the history of Miss Sedley. Vol. II.		2		1787	M.DCC.LXXXVII (1787)	Dublin :		Printed by W. Sleater.				Duodecimo		Reprint of the London, 1787, edition.  Cf. Blakey, D. Epistolary novel, p. 140. | An epistolary novel. | Caption title for \'Vol. II\': p. 145.								Footnotes on p. 82 of Vol. I and p. 253 of Vol. II explain that referenced letters have been omitted from the volume.		Epistolary			true	true	Author (text)	Generic/Descriptive	Female	Unknown			history | lady | volume		PU
429975	eng				Stellins, or The new Werther : in two volumes.	Stellins; or, the new Werter. In two volumes. Vol. I	Stellins; or, the  new Werter. Vol. I		2		1793	M,DCC,XCIII (1793).	London :		Printed at the Minerva-Press for William Lane, Leadenhall-Street.						An epistolary novel, in imitation of Goethe\'s Werther. | Advertisements: v. 2, last page.				"Transcription of the first sentences: ""We do not pretend, by giving the title of ""The New Werter"" to the following sheets, to put the work upon a footing with its excellent model.--The Compiler of the letters left the choice of a name to us..."" The editor insists the story is ""founded on real facts"": ""Our history, too, is no romance"" (v.1, ii)."			true		Sorrows of Werter.						Editor (text)		Indeterminate	Unknown	Fiction	The new Werter			
430516	eng				The rise and surprising adventures of Donald M\'Gregor : a novel.	The rise and surprising adventures of Donald M\'Gregor. A  novel. Vol. I. The second edition.			2	The second edition.	1765	MDCCLXV (1765)	London :		Printed for J. Williams, next the Mitre-Tavern, Fleet Street.						"Bound in one volume. | Author (text); Author claim description: Generic/Descriptive; author claim transcription: ""I sit down to write the history of a man possessed of large estates in more kingdoms than one...""; location of author claim: Chapter 1, vol. 1; Notes: The first half of the first chapter of volume 1 acs as a prefatory chapter, before giving a character description of the main character.  The author begins by addressing his servant (""Molly, if you have done what you had to do in here, in the name of every thing peaceful and quiet get out of the room"") before explicitly acknowledging himself as the author of the text."							true			Third-person	First-person				Author (text)	Generic/descriptive	Indeterminate	Unknown			adventure | novel | edition		University of Pennsylvania
430656	eng				The Lady\'s miscellany : being a collection of novels, calculated to promote a noble and generous love in both sexes.	The lady\'s miscellany. Being a collection of novels: calculated to promote a noble and generous love in both sexes. Vol. I.	The lady\'s miscellany. Volume I.		2		1760	[1760]	London :		Printed for M. Cooper, Pater-Noster-Row, and M. Brown in the Strand.				Duodecimo	ill. ;	Publication date from Block, A.  Engl. novel, p. 130. | The frontispiece of volume one shows an outdoor scene of a crowd at a castle gate organized around a woman holding a monkey. | The frontispiece of volume two shows four aristocrats, two men and two women. The women look on as the two men quarrel over something. One man backs away with his hands rasied as if to shield himself. The other reaches for his sword.							true		 | Dryden.		First-person | Third-person | Letters										lady | miscellany | collection | novel | love | sex | volume		University of Pennsylvania
430658	eng	Bolas, Thomas.		by Thomas Bolas.	The English merchant, or, The fatal effects of speculation in the funds / by Thomas Bolas.	The english merchant: or the fatal effects of speculation in the funds: a novel, by Thomas Bolas. In two volumes. Vol. I.	The english merchant.		2		1795	MDCCXCV (1795)	London :		Printed for William Lane at the Minerva Press, Leadenhall-Street.				Duodecimo		"On the full title pages of Vol. I and Vol. II, there are stamps that read ""Redwood Library, Newport, RI, Duplicate Sold."" The stamp is in blue; beneath both blue stamps are stamps in red, also from the Redwood Library."		"The dedication reads: Gentlemen, That the hasty production of two short months, the greater part of which has been engaged in the humble pursuits of my avocation, should afford leisure to the author to produce a work, in all points so correspondently just as to meet that encouragement it otherwise might have done, the candid judicious reader will allow could scarcely be expected; the idea that gave rise to the opinions thus humbly brought into notice, are the consequence of some little observation, and much feeling resulting purely from the interest I have in the prosperity of the state, and the happiness and independence of the commercial world, forming, as it does, so very efficient a part of it; if the original idea is rather slightly pursued, and extraneous matter introduced, in order to render it somewhat more agreeable to the younger part of my readers, and to make it, at the same time, interesting to the lovely and amiable part of the other sex, I trust the desire of so doing will excuse the deviation, it being intended only faintly to pourtray to the intelligent reader what has eventually carried misery into many truly respectable families."""		Written in verse						Epistolary					Author (text)	Proper name	Male	Male	Mixed genre | Mixed genre		merchant | effect | speculation | fund | novel | volume		University of Pennsylvania
430719	eng				The new novelist, or, Entertaining chronicle : containing the works of the most eminent authors, admired for their literary productions.	The new novelist; or, entertaining chronicle. Containing the works of the most eminent authors, admired for their literary production.			1		1795	[1795?]	York :		Printed by and for G. Walker, Minerva Press, Coffee-Yard				Octavo	Ill. (frontispiece)	"Printed in double columns. | Illustrations on page 2 and inserted between 58 and 58. | The three illustration, including the frontispiece, in order contain the signatures: ""Shillito Sc Leeds"", ""Shillito Sculpfit Kirkgate Leeds Yorkshire"", and ""Shillito Sculp. Leeds"". | The heading of an individual story contains the following author claim. Relation to work: Author (text); Author claim description: Proper name; Author claim transcription: A real story. By Mrs. Griffith; Author claim location: Chapter heading; Author gender claim: Female; Actual gender: Unknown; Notes: The author claim appears in the section heading of ""Unforced Repetance."" | Author claim. Relation to work: Author (text); Author claim description: Proper name; Author claim transcription: (From Fitzroy); Author claim location: Chapter heading; Author gender claim: Male; Actual gender: Unknown; Notes: The author claim appears in the section heading of ""The History of George and Charlotte;"" the individual in question is referenced in the first sentence: ""George Fitzroy, was, at an early age...."" | Author claim. Relation to work: Author (text); Author claim description: Proper name; Author claim transcription: The sorrows of Clarinda, as related by herself; Author claim location: Chapter heading; Author gender claim: Female; Actual gender: Unknown | The letters ""I.1.1.W"" are written in the upper left hand corner of the front pastedown. Additional numbers scraweled in the center of the page. | Singer-Mendenhall Library of Congress call nubmers written on the verso of the last endpaper. | The final page (p.469-70) appears to be multiple sheets of paper pasted together."							true	Footnotes on pages 18 and 394.	 | Shenstone		First-person | Letters | Third-person				Author (text)	Generic/Descriptive	Indeterminate				Novelist | Chronicle | Work | Author | Production		
430720	fre	Liomin, Louis-Augustin,	fl. 1792.	translated from the French of M. Liomin.	The shepherdess of Aranville : a romance / translated from the French of M. Liomin.	The shepherdess of Aranville: a romance.  Translated from the French of M. Liomin.  And dedicated by permission to her Royal Highness the Duchess of York.	The shepherdess of Aranville: a romance.		1		1794	M,DCC,XCIV. (1794)	London		Printed by J. Adlard, no. 39, Duke-Street, West Smithfield: and sold by Owen, no. 168, and Mason, no. 169, Piccadilly; and Parsons, no. 21, Paternoster-Row				Duodecimo		Translation of: La bergère d\'Aranville. | Translator\'s dedication signed: S. Beckwith.		"Transcription of the first sentence: ""Madam, It would be doing injustice to the taste and judgment of your Royal Highness, were I not to acknowledge, that the honor you are pleased to confer on this little work, is more a favor granted to the situation of the translator, than either bestowed on her merit, or that of the performance; and this favor, so little to be hoped for, is perhaps the only one that could have obliged her to give her name to the public."""						Author\'s footnotes appear on pages 70 and 174.		Third-person			true		Translator (text)		Female	Unknown			Shepherdess | Romance | French | Permission	Aranville	PU
430778	eng	Howard, Thomas,	fl. 1700.	translated from the Italian and embellish\'d with many cuts.	Roman stories, or, The history of the seven wise mistresses of Rome : containing seven days entertainment in many pleasant and witty tales or stories ... / translated from the Italian and embellish\'d with many cuts.	Roman stories: or, the seven wise mistresses of Rome. Containing seven days entertainment in many pleasant and witty tales or stories. Wherein the treachery of evil counsel is discover\'d, the innocence of harmless virgins clear\'d, and the wisdom of seven women display\'d; being a full account of all that has been written on the subject. Translated from the Italian, and embellish\'d with many cuts. The twenty:first edition.	Roman stories: or, the seven wise mistresses of Rome.		1	The twenty:first edition.	1700	[17--]	[London] :		Printed for A. Conyers, and sold at the Ring in Little-Britain, pr. 1s. where is also sold the 7 Wise Masters, pr. 1s. and Gesta Romanorum, 1s. all three adorned with cuts, and contain variety of Roman tales.				Duodecimo	Ill. (frontispiece)	"Preface signed: Tho. Howard. | The text ends with an epitaph that reads, ""Within this house of stone entombed lyes --- The king of Germany, sirname\'d the wise; --- With the great Roman empress, his dear wife, --- The chiefest earthly blessing of his life, --- Whom Macedonia\'s king in wrongful fight, --- Deprived of their countries, crowns and right. --- But now they do enjoy a heavenly crown, --- That cannot fade, where tyrants ne\'er shall come."" | Illustrations appear in the text on pages 7, 9, 14, 22, 26, 47, 56, 61, 76, 82, 92, 93, 100, and 116."				"Opens with, ""This small volume of tales or stories is collected for thy diversion and instruction, and may serve to shew thee what subtle devices and malicious accusations were formerly used to attain grandeur, and gratifie malicious and ambitious persons."""						Third-person	Letters		true		Author (paratext)	Proper name	Male	Unknown	Fiction		History | Mistress | Day | Entertainment | Tale | Treachery | Counsel | Innocence | Virgin | Wisdom | Women | Account | Subject | Cut | Edition	Rome	
430787	eng	Pigott, Harriet,	1766-1839.	by the author of Excessive sensibility, and Fatal follies : in four volumes.	The labyrinths of life : a novel / by the author of Excessive sensibility, and Fatal follies : in four volumes.	The labyrinths of life. A novel. By the author of Excessive sensibility, and Fatal follies. In four volumes. Vol. I.	The labyrinths of life. Vol. I.		4		1791	1791.	London		Printed by G.G.J. and J. Robinson, Pater-Noster-Row,				Duodecimo		Published anonymously.  Attributed to Harriet Pigott.  Cf. Halkett & Laing (2nd ed.)  Also attributed to Mrs. Thomson.  Cf. Allibone, S.A.  Critical dictionary of English literature. | Advertisements: v. 4, last 2 leaves.		"""Madam, Though the practice of dedicating books to distinguished characters has, like other things, been perverted in some instances to low purposes, yet in its origin it was neither unnatural nor unuseful [...] The author was animated with the idea that at least one good judge, whom he was ambitious to please, would read what he wrote: and, in writing, the same idea operated as a monitor, that no sentiment or expression should be suffered to escape the pen of the author, that the judgement, the taste, or the virtue of the party addressed might be ready to condemn. It is on these principles that I have presumed to address to your Grace The Labyrinths of Life, intended to shew, that amidst all the fluctuations of human affairs, however surprising, there is, sooner or latter, a reward for patient and preserving probity and honour."""								Epistolary			true	true	Author (text)	Reference to other works	Indeterminate	Unknown	Mixed genre	Excessive sensibility | Fatal follies	Labyrinth | Life | Novel | Author | Volumes		University of Pennsylvania
430829	eng	Haywood, Eliza Fowler,	1693?-1756.	by Mrs. Haywood.	Love in excess, or, The fatal enquiry : a novel / by Mrs. Haywood.	Love in excess; or the fatal enquiry, a novel.  Part the first.  By Mrs. Haywood.  The third edition corrected.			1	The third edition corrected.	1721	M.DCCXXI. (1721)	London		Printed for W. Chetwood, at Cato\'s-Head in Russel-Street, Covent-Garden.			Price six-shillings.	Octavo		Vignettes in title-pages, head and tailpieces. | Each part has separate t.-p. and pagination. | T.p. for part 2 has imprint: Printed for W. Chetwood ... and sold by J. Roberts.							true		 | Lansdown.	Third-person	Letters				Author (text)	Proper name	Female	Female	Mixed genre | Fiction		love | excess | enquiry | novel | part | edition		University of Pennsylvania
431003	eng	Friend.		written by a Friend : in two volumes.	The history of Eliza / written by a Friend : in two volumes.	The history of Eliza. Written by a friend. In two volumes. Vol. I.			2		1767	MDCCLXVII. (1767)	London :		Printed for J. Dodsley, in Pall-mall.				Octavo		"Author (text); claim type: generic/descriptive; location: p. 3, Vol. I.; transcription of claim: ""Since I am writing her history, then, I will begin with a description of her person, concerning which, your Ladyship, like a true woman, is particularly inquisitive; and here being a woman likewise..."" This authorship claim introduces a female gender claim, which isn\'t present in the claim on the title page. | Library of the University of Pennsylvania  and Godfrey F. Singer bookplate on front pastedown of Vol. I and Vol. II."				"""The writer of the following sheets was prevailed upon to make them public, by the Lady to whom they are addressed, who thought the conduct of Eliza, in some of the most trying circumstances of life, would afford a useful lesson for her sex, and whose amiable character deserved to be drawn from obscurity. Those who read only for amusement, will find themselves disappointed; if, in this little performance, they expect to meet with any of those surprising turns of fortune, so easily created by the imagination, but which the judgement can never realize. The History of Eliza is a narrative of facts, which gives the relator no claim to the merit of invention; if the public is pleased with her manner of relating them, her expectations will be more than answered."""						Third-person	First-person | Letters				Author (text)	Generic/descriptive	Indeterminate	Female			History | Friend | Volume		University of Pennsylvania
431005	eng	Mukins, Isaac,	fl. 1756.		The history of Charlotte Villars : a narrative founded on truth, interspersed with a variety of incidents, instructive and entertaining.	The history of Charlotte Villars: a narrative founded on truth. Interspersed with a variety of incidents, instructive and entertaining.			1		1756	MDCCLVI. (1756)	Dublin :		Printed by Henry Saunders, at the corner of Christ-Church-Lane, in High-Street,				Duodecimo				"""My lord, permit me to request your acceptance of these memoirs, the first essay of my pen, and, at the same time, to pardon my presumption, in offering to your protection and patronage a work, the greatest merit of which must be your approbation."					true		 | Hor.	Third-person					Author (paratext)	Proper name	Male	Male	Mixed genre		History | Narrative | Truth | Variety | Incident		University of Pennsylvania
431007	fre	Leprince de Beaumont,	1711-1780.	by Madame de Beaumont.	The new Clarissa : a true history / by Madame de Beaumont.	The new Clarissa: a true history. By Madame de Beaumont. Volume the first.			2		1769	MDCCLXIX. (1769)	Dublin :		Printed for J. Exshaw and J. Potts, in Dame-street, and J. Williams in Skinner-row.				Duodecimo		"Translation of: La nouvelle Clarisse, histoire véritable. | Cf. Raven, J.  British fiction, 1750-1770, 1325, Notes, for reference to this work. | Bookplate - ""Nec volenti nec volenti.""  Front pastedown.  Edward Westby, Esq. | An unlabeled author\'s note appears at the end of the last letter of Vol. II. It is written in italics. It reads: ""The two friends left off writing, because lady Balfour went to visit her friend, along with Mrs. Darby, and staid there a considerable time."""								"On p. 286 of Vol. I, a footnote is denoted with an asterisk; it clarifies information on the world external to the novel (""A Carthusian monastery, which practices the greatest austerities."")"		Epistolary			true		Author (text)	Proper name	Female	Female			History | Volume		University of Pennsylvania
