id	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
600630	Gildon, Charles	1665-1724.	written in Italian by Carlo Monte Socio, Fellow of the Academy of the Humoristi in Rome, and translated from the Vatican manuscripts ; to which is prefix\\\'d, the life of Lucius Apuleius. ... ; adorn\\\'d with new cuts.	The new metamorphosis, or, pleasant transformation of the Golden ass of Lucius Apuleius of Medaura ; also the Golden spy, or, Magical wonders perform\\\'d by gold in the courts of Europe, in love and politicks, by its power on the favourite ladies in all ages : in twenty-five novels : altered and improved to the modern times and manners, exposing the secret follies and vices of maids, wives and widows, nuns, fryars and Jesuits, statesmen, and courtiers, &c. / written in Italian by Carlo Monte Socio, Fellow of the Academy of the Humoristi in Rome, and translated from the Vatican manuscripts ; to which is prefix\\\'d, the life of Lucius Apuleius. ... ; adorn\\\'d with new cuts.	The new metamorphosis: or, pleasant transformation of the golden ass of Lucius Aouleius of Medaura. Also the golden spy: or, magical wonders perform'd by gold in the courts of Europe, in love and politicks, by its power on the favourite ladies in all ages. In twenty-five novels. Altered and improved to the modern times and manners; exposing the secret follies and vices of maids, wives and widows; nuns, fyars and Jesuits; statesmen, and courtiers, &c. Written in Italian by Carlo Monte Socio, fellow of the academy of the humoristi in Rome, and translated from the Vatican manuscripts. To which is prefix'd, the Life of Lucius Apuleius. In two volumes. Ardorn'd with new cuts.			2			1724	1724	London	['Briscoe, Samuel']	Printed for Sam. Briscoe at the Bell-Savage on Ludgate-Hill.				Duodecimo	Ill.	['Published pseudonymously. By Charles Gildon.']	""This preface is not an idle complement to custom, or to insinuate my compliance with the importunities of friends in the publication of the following book; but there being a necessity of premising some few lines on the present performance, and the original or ground on which it is built."				""I send you, my good friend, with this billet, a copy of the manuscript taken from that of the memorable Seignior Fumoso de la Fantasia, of the delightful provice di Parnasso, fill'd with the strange and wonderful fortunes which befel him, [...]"		true	Located in Preface and on p. 145.	['']	['First-person']				true	Author (text)	Proper name	Male	Male			['Metamorphosis', 'Transformation', 'Ass', 'Spy', 'Wonder', 'Gold', 'Court', 'Love', 'Politicks', 'Politics', 'Power', 'Lady', 'Age', 'Novel', 'Time', 'Manner', 'Folly', 'Vice', 'Maid', 'Wife', 'Widow', 'Nun', 'Fryar', 'Jesuit', 'Statesman', 'Courtier', 'Italian', 'Fellow', 'Academy', 'Humoristi', 'Manuscript', 'Life', 'Volume', 'Cut', 'Night', 'Entertainment', 'Taste', 'Gallant', 'Favourite', 'Favorite', 'Amour', 'Rape', 'Memoir', 'Gaming', 'Cast', 'Extravagant', 'Jilt', 'Bait', 'Love', 'Intriegue', 'Intrigue', 'Adultery', 'Part', 'Whore', 'Revenge', 'Miss', 'Cully', 'Fate']	['Medaura', 'Europe', 'Rome', 'Vatican']	PU	SH	Swarthmore College
6996611	Hart			Letters from the Bahama Islands : written in 1823-4.	Letters from the Bahama islands. Written in 1823-4.			1			1827	1827	Philadelphia	['H.C. Carey & I. Lea', 'Carey, Henry-Charles', 'Lea, Isaac']	H.C. Carey and I. Lea - Chestnut Street.	['Mifflin & Parry', 'Mifflin, Benjamin', 'Rowland, Parry']			Octavo		["Published anonymously. Author's name from Wright."]				""All that can be said of this work is, that the manuscript was recommended to the publishers by a gentleman of known literary merit, and that it was written in a fair, but illegible, Italian hand. November, 1826."			true		['']	['Epistolary']				true	Author (paratext)	Proper name	Male	Unknown			['Letter', 'Island', '1823-4', '1823', '1824']	['Bahama Islands']	PU	CG	Swarthmore College
73408	Tyler, Royall	1757-1826.		The Algerine captive, or The life and adventures of Doctor Updike Underhill, six years a prisoner among the Algerines.	The Algerine captive; or, the life and adventures of Doctor Updike Underhill: six years a prisoner among the Algerines. Volume I. 			2			1797	1797	Walpole, Newhampshire [New Hampshire]		By David Carlisle, Jun. and sold at his bookstore.	['Carlisle, David']			Duodecimo		['Published anonymously. By Royall Tyler. Cf. Halkett & Laing (2nd ed.)']	Begins: ""One of the first observations, the author of the following sheets made, upon his return to his native country, after an absence of seven years, was the extreme avidity, with which books of mere amusement were purchased and perused by all ranks of his countrymen."	Reads: ""In Europe, dedications have their price; and the author oftener looks to the plenitude of the pockets, than the brains of his patron. The American author can hope but little pecuniary emolument from even the sale, and not any from the dedication of his work. To adorn his book with the name of some gentleman, of acknowledged merit, involves his whole interest, in a public address. With this view, will you, Sir, permit a lover of the muses, and a biographer of private life, to address to you (a poet and the biographer of a hero) a detail of those miseries of slavery, from which your public energies have principally conduced to liberate hundreds of our fellow citizens."" Signed: ""Updike Underhill. June 20, 1797.""					true	Located throughout	['', 'Shakespeare.']	['First-person']	['Dramatic dialogue']			true	Author (paratext)	Proper name	Male				['Captive', 'Life', 'Adventure', 'Doctor', 'Year', 'Prisoner', 'Volume']		University of Pennsylvania	SH	Swarthmore College
73842	Rowson	1762-1824.	By Mrs. Rowson, of the New-Threatre, Philadelphia: author of The inquisitor, Fille de chambre, Victoria, Charlotte, &c. &c.	Mentoria; or The young lady\\\'s friend. : In two volumes. / By Mrs. Rowson, of the New-Threatre, Philadelphia: author of The inquisitor, Fille de chambre, Victoria, Charlotte, &c. &c.	Mentoria; or the young lady's friend. In two volumes. By Mrs. Rowson, of the New-Theatre, Philadelphia: author of The Inquisitor, Fille de chambre, Victoria, Charlotte, &c. &c. Vol. I.			1			1794	1794	Philadelphia	['Robert Campbell']	Printed for Robert Campbell, by Samuel Harrison Smith.	['Smith, Samuel Harrison']			Duodecimo		["Running title: Young lady's friend."]	""Of all the foolish actions a person can commit, I think that of making an apology for a voluntary error, is the most ridiculous; therefore, tho' I have taken up my pen to write a preface, I am utterly at a loss what to say."								['', 'Epigraph likely written by the author']	['Letters']	['Third-person']		true	true	Author (text)	Proper name	Female	Female	['Mixed genre']	['The Inquisitor', 'Fille de chambre', 'Victoria', 'Charlotte']	['Lady', 'Friend', 'Volume', 'Mrs.', 'Author']	['New Theatre, Philadelphia', 'New Theatre', 'Philadelphia']	PU	AC	Haverford College
75030	Rowson	1762-1824.	By Mrs. Rowson  ...	The inquisitor; or, Invisible rambler. In three volumes. By Mrs. Rowson  ...	The inquisitor; or, invisible rambler. In three volumes. By Mrs. Rowson, author of Victoria. Second American edition. Volume I.			3	Second American edition.		1794	1794	Philadelphia	['Carey, Mathew']	Printed for Mathew Carey, bookseller, South Market Street, near Fourth.				Duodecimo		['Paged continuously.']	""I can't for my life see the necessity of it, said I; there are numbers of books published without prefaces.""	""To Lady Cockburne, the following pages are most humbly inscribed, as a small mark of the gratitude which will ever glow undiminished (while life remains) in the breast of her ladyship's much honoured, obliged humble servant, Susan Rowson.""							['']	['First-person']				true	Author (text)	Proper name	Female	Female		['Victoria']	['Inquisitor', 'Rambler', 'Volume', 'Mrs.', 'Author', 'Edition']		PU	YDS	Swarthmore College
75774	Mercier, Louis-SeÃÅbastien	1740-1814.	Tr. from the French, by W. Hooper, M. A.	Memoirs of the year two thousand five hundred ... Tr. from the French, by W. Hooper, M. A.	Memoirs of the year two thousand five hundred. Translated from the French, by W. Hooper, M.A.			1			1795	1795	Philadelphia		Printed by Thomas Dobson, at the stone-house, No 41, South Second-Street.	['Dobson, Thomas']			Duodecimo		["Translation of: L'an deux mille quatre cent quarante.          "]		""August and venerable year! thou who art to bring felicity upon the earth! thou, alas! that I have only in a dream beheld, when thou shalt rise from out of the bosom of eternity, thy sun shall enlighten them who will tread upon my ashes, and upon those of thirt generations, successively cut off, and plunged in the profound abyss of death."	Reads: ""The title of this work in the original is The Year Two Thousand Four Hundred and Forty; but as there appears no reason for fixing it to any particular year, we have for the sake of a round number, called it The Year Two Thousand Five Hundred. It may be proper to add, that this is the only alteration made by the translator. Though the scene of this narrative lies in Paris, yet the reflections in general may be applied, by changing the names of places and persons, to almost all the capital cities of Europe. Who the author of this work is, we will not pretend to determine; perhaps the reader will be satisfied with finding the he is a man of sense, of taste, and learning, of a lively imagination, a strong spirit of liberty, and, what is worth them all, a warm benevolence of heart."		""That all should be well is the wish of the philosopher. By that term, which doubtless has been abused, I mean that sagacious and virtuous being, who desires the general happiness, in consequence of those determinate ideas of order and harmony that he entertains."		true	true	['', 'Leibnitz']	['First-person']				true	Translator (text)	Proper name	Indeterminate	Male			['Memoir', 'Year', 'Two thousand five hundred', 'French', 'M.A.']		PU	SH	Swarthmore College
89573			By an American lady.	The hapless orphan ; or, Innocent victim of revenge. A novel founded on incidents in real life in a series of letters from Caroline Francis to Maria B.̲̲̲̲ By an American lady.	The hapless orphan; or, innocent victim of revenge. A novel, founded on incidents in real life. In a series of letters from Caroline Francis to Maria B---. In two volumes. Vol. I. By an American lady.			2			1793	1793	Boston		Printed at the Appollo Press, in Boston, by Belknap and Hall: sold at their office, State Street, and at the bookstores in Boston.	['Belknap and Hall', 'Belknap, Jeremy', 'Hall']			Duodecimo		['University of Pennsylvania library bookplate on front paste down endpaper of each volume']							true		['']	['Epistolary']				true	Author (text)	Generic/Descriptive	Female	Unknown			['Orphan', 'Victim', 'Revenge', 'Novel', 'Incident', 'Life', 'Series', 'Volume', 'Lady']		PU	AC	Haverford College
9492	Marmontel, Jean FranÁois	1723-1799.	by the celebrated Marmontel. ; Translated from the original French, by Mr. Heron. ; To which is added, The error of a good father.	The widow of the village, or, Adventures of innocence. : A moral tale, / by the celebrated Marmontel. ; Translated from the original French, by Mr. Heron. ; To which is added, The error of a good father.	The widow of the village, or, Adventures of innocence. A moral tale, by the celebrated Marmontel. Translated from the original French, by Mr. Heron. To which is added, the error of a good father.			1			1799	1799	New Haven		Printed by George Bunce.	['Bunce, George']			Octodecimo		['Signatures: A6 B-G12-6 (G6 verso blank).']									['']	['First-person']			true		Author (text)	Proper name	Male	Male			['Widow', 'Village', 'Adventure', 'Innocence', 'Tale', 'French', 'Error', 'Father']		PU	KDF	Haverford College
973317	Linn, John Blair	1777-1804.	By a young gentleman of New-York. ; [One line in Latin from Horace]	Miscellaneous works, prose and poetical. / By a young gentleman of New-York. ; [One line in Latin from Horace]	Miscellaneous works, prose and poetical. By a young gentleman of New-York.	Pelopidas and Epaminondas.		1			1795	1795	New York		Printed by Thomas Greenleaf,	['Greenleaf, Thomas']			Duodecimo		['Attributed to Linn in the Dictionary of American biography.']	""This volume is sent into the world without apologies, although the author has many to offer: that candour which the ingenuous will always bestow on the productions of one so very young, cannot be increased by them; and that disposition to censure, which many are fond of cherishing, much less removed"						true	Located throughout	['', 'Hor.']	['First-person']		true	true		Author (text)	Generic/Descriptive	Male	Male			['Work', 'Gentleman', 'Poem', 'Death']	['New-York', 'New York']	PU	SH	Swarthmore College
976233	Brackenridge, H. H	1748-1816.	By H.H. Brackenridge. ; [One line in Latin from Juvenal] Entered according to act of Congress.	Modern chivalry: : containing the adventures of Captain John Farrago, and Teague Oregan, his servant. : Volume I[-IV]. / By H.H. Brackenridge. ; [One line in Latin from Juvenal] Entered according to act of Congress.	Modern chivalry: containing the adventures of captain John Farrago, and Teague Oregan, his servant. Volume I. By H. H. Brackenridge.	Modern chivalry.		4			1792	1792	Philadelphia		Printed and sold by John M\\\'Culloch, no. 1, North Third-Street.		["M'Culloch, John", 'Scull, John']		Duodecimo		['Publication date in v.2 misprinted as M.DCC.XII [1712]; should most likely read M.DCC.XCII [1792].']					""It has been a question for some time past, what would be the best means to fix the English language."		true		['', 'Juvenal.']	['Third-person']	['First-person', 'Letters']		true	true	Author (text)	Proper name	Indeterminate	Male			['Chivalry', 'Adventure', 'Captain', 'Servant', 'Volume']		PU	CG	Swarthmore College
100704				The Disinterested nabob : a novel : interspersed with genuine descriptions of India, its manners and customs.	The disinterested nabob, a novel; interspersed with genuine descriptions of India, its manners and customs. Vol. I.	The disinterested nabob, a novel. In two volumes. Vol. I.		2			1787	1787	Dublin		Printed by J. Exshaw, No. 98, Grafton-street.	['Exshaw, John']			Duodecimo		['Library marginalia in pencil on recto and verso of first page of text in both volumes.']							true		['']	['Epistolary']				true							['Nabob', 'Novel', 'Description', 'Manner', 'Custom', 'Volume']	['India']	PU	KDF	Haverford College
101326	Bage, Robert	1728-1801.	by the author of Mount Henneth,   and Barham Downs ; in two volumes.	The fair Syrian : a novel / by the author of Mount Henneth,   and Barham Downs ; in two volumes.	The fair Syrian, a novel. By the author of Mount Henneth and Barham Downs. In two volumes. Volume I.	The fair Syrian.		2			1787	1787	London	['Walter, John', 'Bew, John', 'Sandford, Philip']	Printed for J. Walter, Charing-Cross; J. Bew, Pater-noster-row; and P. Sandford, Shrewsbury.				Duodecimo		['Published anonymously.  By Robert Bage.  Cf. Halkett & Laing.']								On p. 361: ""The reader who has perused Mr. Boswell's Journal of a tour to the Hebrides, (see page 409) and recollects the period when these letters must have been written, will doubtless be as much struck with this passage as the editor was before him.""	['']	['Epistolary']				true	Author (text)	Reference to other works	Indeterminate	Male		['Mount Henneth', 'Barham Downs']	['Syrian', 'Novel', 'Author', 'Volume']		PU	SH	Swarthmore College
101332	Cartwright, H.	fl. 1777.	by Mrs. Cartwright.	Retaliation, or The history of Sir Edward Oswald and Lady Frances Seymour : a novel, in a series of letters : in four volumes / by Mrs. Cartwright.	Retaliation; or, the history of Sir Edward Oswald, and Lady Frances Seymour. A novel. In a series of letters. In four volumes. Vol. I. By Mrs. Cartwright, author of the Vale of Glendor.	Retaliation; or, the history of Sir Edward Oswald, and Lady Frances Seymour. Vol. I.		4			1787	1787		['Noble, Francis']	Printed for F. Noble at his circulating library, near Middle Row, Holborn.				Duodecimo		['Advertisements: v. 4, p. [236]-[240].']									['']	['Epistolary']				true	Author (text)	Proper name	Female	Female	['Fiction']	['The vale of Glendor']	['Retaliation', 'History', 'Sir', 'Lady', 'Novel', 'Series', 'Volume', 'Vol.', 'Mrs.', 'Author']		PU	SH	Swarthmore College
101337	Smith, Charlotte Turner	1749-1806.	by Charlotte Smith : in three volumes.	The romance of real life / by Charlotte Smith : in three volumes.	The romance of real life. By Charlotte Smith. In three volumes. Vol. I.	The romance of real life. Vol. III.		3			1787	1787	London	['Cadell, Thomas']	Printed for T. Cadell, in the Strand.				Octavo		['Tales based on F. Gayot de Pitaval\'s ""Causes célèbres et intéressantes"".  Cf. Pref."']	""A literary friend, whose opinion I greatly value, suggested to me the possibility of producing a few little volumes, that might prove as attractive as the most romantic fiction, and yet convey all the solid instruction of genuine history."							Appear frequently throughout the text	['']	['Third-person']			true		Author (text)	Proper name	Female	Female	['Poetry']		['Romance', 'Life', 'Volume']		PU	BTA	University of Pennsylvania
101382	Clarke, Richard	1723-ca. 1780.	by the author of the Nabob : in three volumes.	Arpasia; or, the wanderer a novel / by the author of the Nabob : in three volumes.	Arpasia; or, the wanderer. A novel. By the author of The nabob. In three volumes. Vol. I.			3			1786	1786	London	['Lane, William']	Printed for William Lane, Leadenhall-Street.				Duodecimo		['Published anonymously.  By Richard Clarke.  Cf. BM.']									['']	['Third-person']			true		Author (text)	Reference to other works	Indeterminate	Male		['The nabob']	['Wanderer', 'Novel', 'Author', 'Volume']		PU	BTA	University of Pennsylvania
101576	Pye, Jael Henrietta	d. 1782.	by the late Mrs. Hampden Pye : in two volumes.	Theodosius and Arabella : a novel, in a series of letters / by the late Mrs. Hampden Pye : in two volumes.	Theodosius and Arabella, a novel, in a series of letters, by the late Mrs. Hampden Pye. In two volumes. Vol. I.			2			1786	1786	London	['Lane, William']	Printed for William Lane, Leadenhall-street.				Duodecimo		['Long duodecimo, with vertical chain-lines.']									['']	['Epistolary']					Author (text)	Proper name	Female	Female	['Mixed Genre']		['Novel', 'Series', 'Mrs.', 'Volume']		PU	KDF	Haverford College
102731				The Widow of Kent, or, The history of Mrs. Rowley : a novel.	The widow of Kent; or the history of Mrs. Rowley. A novel. In two              volumes. Vol. I.	The widow of Kent; or the history of Mrs. Rowley. Vol.              I.		2			1788	1788	London	['Noble, Francis']	Printed for F. Noble, No. 324 Holborn.				Duodecimo											['']	['Third-person']			true	true							['Widow', 'History', 'Mrs.', 'Novel', 'Volume']	['Kent']	PU	KDF	Haverford College
102798-1	Hayley, William	1745-1820.		The young widow; or, the history of Cornelia Sedley, in a series of letters.	The young widow; or, the history of Cornelia Sedley, in a series of letters. Volume I.	The young widow; or, the history of Cornelia Sedley. In four volumes. Volume I.		4			1789	1789	London	['Robinson, George', 'Robinson, George', 'Robinson, James', 'Robinson, John']	Printed for G. G. J. and J. Robinson, Paternoster-Row.				Octavo		['""A jeu d\'esprit from the elegant pen of my excellent friend William Hayley, esq.""--Niclos, Literary anecdotes, v. 9, p. 50."']							true	Located pp. 44, 72, and 145, v.2; pp. 290-1, v.3; and p. 258, v.4. Example from v.3: ""Note by the editor. Cornelia seems to have alluded here to the following passage in the eloquent Sermins of Massillon: [...]"	['', 'Petrarch']	['Epistolary']			true	true	Editor (text)	Generic/Descriptive	Indeterminate		['Non-fiction']		['Widow', 'History', 'Volume', 'Series']		PU	YDS	Swarthmore College
102798-2	Hayley, William	1745-1820.		The young widow; or, the history of Cornelia Sedley, in a series of letters.	The young widow; or, the history of Cornelia Sedley, in a series of letters. Volume I.	The young widow; or, the history of Cornelia Sedley. In four volumes. Volume I.		4			1789	1789	London	['Robinson, George', 'Robinson, George', 'Robinson, James', 'Robinson, John']	Printed for G. G. J. and J. Robinson, Paternoster-Row.				Octavo		['""A jeu d\'esprit from the elegant pen of my excellent friend William Hayley, esq.""--Niclos, Literary anecdotes, v. 9, p. 50."']							true	Located pp. 44, 72, and 145, v.2; pp. 290-1, v.3; and p. 258, v.4. Example from v.3: ""Note by the editor. Cornelia seems to have alluded here to the following passage in the eloquent Sermins of Massillon: [...]"	['', 'Petrarch']	['Epistolary']				true	Editor (text)	Generic/Descriptive	Indeterminate		['Non-fiction']		['Widow', 'History', 'Volume', 'Series']		PU	YDS	Swarthmore College
104121	Smythies			The stage-coach. Containing the character of Mr. Manly, and the history of his fellow-travellers ...	The stage-coach. Containing the character of Mr. Manly, and the history of his fellow-travellers. Vol. I.			2			1789	1789	Berwick		Printed by W. Phorson.	['W. Phorson']			Duodecimo		['Attributed to Miss Smythies.  Cf. Halkett & Laing, v. 9, 1962, p. 321; Brit. Mus. Cat. (Photolith. ed. to 1955)']							true	on p. 148 and 185	["Prior\\\\\\'s Henry and Emma", 'Prior']	['Third-person']			true						['Mixed Genre']		['Stage-coach', 'Character', 'History', 'Traveller', 'Traveler', 'Mr.']		University of Pennsylvania	KDF	Haverford College
105725-1	Reeve, Clara	1729-1807.	By Clara Reeve ...	The exiles; or, Memoirs of the Count de Cronstadt. By Clara Reeve ...	The exiles; or, memoirs of the Count de Cronstadt. By Clara Reeve, author of The old English baron, Two mentors, &c. &c. In three volumes. Vol. I.	The exiles; or, memoirs of the Count de Cronstadt.		3			1788	1788	London	['Hookham, Thomas']	Printed for T. Hookham, New Bond Street.				Duodecimo		["Publisher's advertisements: v. 1, [3] p. at end; v. 2, [3] p. at end; v. 3, [7] p. at end."]	Begins: ""The author thinks it very probable that the judicious reader will discern many defects and inequalities in the work before him; she is desirous to bespeak his candour and allowance for them, by relating the circumstances that gave birth to it."" 	Fictional dedicatee. Begins: ""In the course of my obeservations upon the various characters which both nature and art have exhibited to my view, I have frequently met with persons of your name and family, and have remarked with surprise, and even admiration, upon the consequence they have obtained, and the advantages they have derived from the display of their own self-importance.""							['', 'Horace']	['First-person']	['Letters']		true		Author (text)	Proper name	Female	Female	['Fiction']	['The old English baron', 'Two mentors']	['Exile', 'Memoir', 'Count', 'Author', 'Volume']		PU	YDS	Swarthmore College
105725-2	Reeve, Clara	1729-1807.	By Clara Reeve ...	The exiles; or, Memoirs of the Count de Cronstadt. By Clara Reeve ...	The exiles; or, memoirs of the Count de Cronstadt. By Clara Reeve,              author of The old English baron, Two mentors, &c. &c. In three volumes. Vol.              I.	The exiles; or, memoirs of the Count de Cronstadt.		3			1788	1788	London	['Hookham, Thomas']	Printed for T. Hookham, New Bond Street.				Duodecimo		["Publisher's advertisements: v. 1, [3] p. at end; v. 2, [3] p. at              end; v. 3, [7] p. at end."]	Begins: ""The author thinks it very probable that the judicious              reader will discern many defects and inequalities in the work before him; she is              desirous to bespeak his candour and allowance for them, by relating the circumstances              that gave birth to it."" 	Fictional dedicatee. Begins: ""In the course of my obeservations upon              the various characters which both nature and art have exhibited to my view, I have              frequently met with persons of your name and family, and have remarked with surprise,              and even admiration, upon the consequence they have obtained, and the advantages they              have derived from the display of their own self-importance.""					true		['', 'Horace']	['First-person']	['Letters']		true	true	Author (text)	Proper name	Female	Female	['Fiction']	['The old English baron', 'Two mentors']	['Exile', 'Memoir', 'Count', 'Author', 'Volume']		PU	YDS	Swarthmore College
105725-3	Reeve, Clara	1729-1807.	By Clara Reeve ...	The exiles; or, Memoirs of the Count de Cronstadt. By Clara Reeve ...	The exiles; or, memoirs of the Count de Cronstadt. By Clara Reeve, author of The old English baron, Two mentors, &c. &c. In three volumes. Vol. I.	The exiles; or, memoirs of the Count de Cronstadt.		3			1788	1788	London	['Hookham, Thomas']	Printed for T. Hookham, New Bond Street.				Duodecimo		["Publisher's advertisements: v. 1, [3] p. at end; v. 2, [3] p. at end; v. 3, [7] p. at end."]	Begins: ""The author thinks it very probable that the judicious reader will discern many defects and inequalities in the work before him; she is desirous to bespeak his candour and allowance for them, by relating the circumstances that gave birth to it."" 	Fictional dedicatee. Begins: ""In the course of my obeservations upon the various characters which both nature and art have exhibited to my view, I have frequently met with persons of your name and family, and have remarked with surprise, and even admiration, upon the consequence they have obtained, and the advantages they have derived from the display of their own self-importance.""					true		['', 'Horace']	['First-person']	['Letters']			true	Author (text)	Proper name	Female	Female	['Fiction']	['The old English baron', 'Two mentors']	['Exile', 'Memoir', 'Count', 'Author', 'Volume']		PU	SH	Swarthmore College
105744				The History of Captain and Miss Rivers ... [a novel]	The history of Captain and Miss Rivers. In three volumes. Vol. I.			3			1787	1787	London	['Hookham, Thomas']	Printed for T. Hookham, New Bond Street.				Duodecimo		['Dedication signed: ******']		""Madam, It may, perhaps, appear extraordinary, that a tale invented by some years ago, and verbally repeated to you about three winters past; when the study of the day was over, and needlework supplied the place of books, music, and drawing; and you and I were agreeably seated together, and that, although your fingers were employed, your mind, ever desirous to be amused by instruction, I, at your solicitation, called to my remembrance the fable of Captain and Miss Rivers: [...]"							['']	['Third-person']					Author (paratext)	Generic/descriptive	Indeterminate	Unknown	['Mixed genre']		['History', 'Volume', 'Captain']		PU	KDF	Haverford College
105746	Keir, Elizabeth		By the author of Interesting memoirs ...	The history of Miss Greville ... By the author of Interesting memoirs ...	The history of Miss Greville. In three volumes. By the author of Interesting memoirs. Volume first.	The history of Miss Greville. Volume second.		3			1787	1787	Edinburgh	['Balfour, Elphingston', 'Creech, William', 'Cadell, Thomas']	Printed for E. Balfour and W. Creech, Edinburgh; and by T. Cadell, Strand, London.				Duodecimo		['Author of Interesting memoirs is Elizabeth Keir; cf. Factotum no. 9 (August, 1980). Sometimes also attributed to Susannah Harvey Keir.']		Begins: ""Madam, to obtain the patronage of the great, is a common ambition: mine aspires to a much nobler object, that of deserving the approbation of the good."" Signed: ""I am, madam, with the greatest respect, your ladyship's sincere friend, and obliged humble servant, The author. Edinburgh, April 20, 1787.""						On p. 86	['']	['Epistolary']			true	true	Author (text)	Reference to other works	Indeterminate	Female		['Interesting memoirs']	['History', 'Miss', 'Volume', 'Author']		PU	SH	Swarthmore College
105788			(written by himself) : in three volumes.	Memoirs of Charles Townly / (written by himself) : in three volumes.	Memoirs of Charles Townly. [Written by himself.] In three volumes. Vol. I.	Memoirs of Charles Townly		3			1789	1789	Dublin		Printed by George Grierson, Parliament-Street.	['Grierson, George']			Duodecimo		['Library marginalia on back fly paper in all three volumes']							true	Occasional explanatory/descriptive footnotes	['']	['First-person']			true		Author (text)	Generic/Descriptive	Male	Unknown			['Memoir', 'Himself', 'Volume', 'Vol.']		PU	AC	Haverford College
105802				The Man of benevolence.	The man of benevolence.			1			1789	1789	London		Printed for the author, and sold by Hughes and Walsh, Inner Temple Lane; Morgan, Ludgate Hill; Buckland, Pater-noster Row; and Raithby, St. Michael\\\'s Alley, Cornhill.		['Hughes and Walsh', 'Hughes', 'Walsh, Francis', 'Morgan', 'Buckland, James', 'Raithby, John']		Duodecimo			Begins: ""The man who deprives another of his property is amenable to the laws of his country, but he who robs us of our time, by affecting to instruct or to amuse us, is not amenable to any laws, nor is he subject to any punishment."	Begins: ""With the false pride natural to an author, I wished to discover some titled patron, to whom I might dedicate the following performance; but I considered that titles reflect no lustre, save only on their immediate possessors, and that the vices of the greatest men frequently escape from the glitter of pomp, and, by reaching the ears of the multitude, put to confusion the writer who has extolled their imaginary virtues."							['Essay on man', 'Pope']	['First-person']			true	true	Author (text)	Generic/Descriptive	Male	Unknown			['Man', 'Benevolence']		PU	SH	Swarthmore College
105881	Palmer, Charlotte	fl. 1780-1797.	by the late Miss Palmer.	Female stability, or, The history of Miss Belville : in a series of letters / by the late Miss Palmer.	Female stability; or, the history of Miss Belville. In a series of letters. By the late Miss Palmer. The second edition. Vol. I.			4	The second edition.		1785	1785	Dublin		Printed by S. Colbert, (at the established circulating library) No. 136, Capel-street, opposite Abbey-street, where every new book is hired out.	['Colbert, Stephen']			Octavo		['Advertisements: v. 1: p. [4] and p. [1] at end; v. 2: p. [4]; v. 3: p. [4]; v. 4: p. [4] and p. [1]-[3] at end.']									['']	['Epistolary']			true	true	Author (text)	Proper name	Female	Female	['Mixed Genre']		['Stability', 'History', 'Miss', 'Series', 'Edition']		PU	SH	Swarthmore College
105979	Norman, Elizabeth		by Mrs. Elizabeth Norman : in three volumes.	The child of woe : a novel / by Mrs. Elizabeth Norman : in three volumes.	The child of woe. A novel. By Mrs. Elizabeth Norman. In three volumes. Vol. I.	The child of woe.		3			1789	1789	London	['Symonds, H. D.']	Printed for H.D. Symonds, Pater-Noster-Row.				Duodecimo		['An epistolary novel.']									['']	['Epistolary']					Author (text)	Proper name	Female	Female			['Child', 'Woe', 'Novel', 'Mrs.', 'Volume']		PU	AC	Haverford College
105986	Smith, Charlotte Turner	1749-1806.	by Charlotte Smith : in five volumes.	Ethelinde, or The recluse of the lake / by Charlotte Smith : in five volumes.	Ethelinde, or the recluse of the lake. By Charlotte Smith. In five              volumes. Vol. I.	Ethelinde, or the recluse of the lake.		5			1789	M.DCC.LXXXIX.	London	['Cadell, Thomas']	Printed for T. Cadell, in the Strand.				Duodecimo				""Madam, as dedications have been too frequently disgusting to the              patron and disgraceful to the author, it is my ambition, in dedicating these little              volumes to your royal highness, to express only the dictates of gratitude in the              language of respect."							['']	['Third-person']				true	Author (text)	Proper name	Female	Female			['Recluse', 'Lake', 'Volume']		PU	YDS	Swarthmore College
105995				Camilla, or The correspondence of a deceased friend : in three volumes.	Camilla; or, the correspondence of a deceased friend. In three volumes. Vol. I.	Camilla: vol. I.		3			1788	1785	Holborn	['W. Cass']	Printed for W. Cass, Lamb\\\'s-Conduit-Street, Holborn.				Duodecimo		["Attributed by F.G. Black (The epistolary novel) to F.M.S. Constant de Rebecque, whose 'Camille, ou Lettres de deux filles de ce siècle' is a completely different work.  Cf. BM."]	""Whether the ensuing pages were originally designed for public view, or merely to amuse the leisure hours of my departed friend, is more than I can undertake to answer; but as every thing is, or should be valuable, which a friend bequeaths, have preserved the following letters, which were left with other things as a memorandum of friendship and regard.""								['', 'Pope']	['Epistolary']	['Third-person']			true	Author (text)	Generic/Descriptive	Female		['Fiction']		['Correspondence', 'Friend', 'Volume']		PU	YDS	Swarthmore College
