id	title	author	date	a	b	x	c	v
3146725	The Heetopades of Veeshnoo-Sarma, in a series of connected fables, interspersed with moral, prudential, and political maxims; translated from an ancient manuscript in the Sanskreet language. With explanatory notes, by Charles Wilkins.		1787	['Errata']	['Errata.']	['""Page 10, line 10, for Pandeet read Pandeet..."']	['Front']	
3146725	The Heetopades of Veeshnoo-Sarma, in a series of connected fables, interspersed with moral, prudential, and political maxims; translated from an ancient manuscript in the Sanskreet language. With explanatory notes, by Charles Wilkins.		1787	['Table of Contents']	['Contents.']	['""Introduction - Page I...."']	['Front']	
3146725	The Heetopades of Veeshnoo-Sarma, in a series of connected fables, interspersed with moral, prudential, and political maxims; translated from an ancient manuscript in the Sanskreet language. With explanatory notes, by Charles Wilkins.		1787	['Introduction']	["The author's introduction."]	['""Reverence to Ganes! - Reverence to Saraswatee! May the completion, through the mercy of Dhoorjatee...be for the edification of the worthy! [...]"']	['Front']	
3146725	The Heetopades of Veeshnoo-Sarma, in a series of connected fables, interspersed with moral, prudential, and political maxims; translated from an ancient manuscript in the Sanskreet language. With explanatory notes, by Charles Wilkins.		1787	['Footnotes']		['""1 The God of Prudence and Policy. 2 The Goddess of Harmony and the Arts. [For the rest of the notes, referred to by figures, see the end of the work.]"']	['Front']	
3146725	The Heetopades of Veeshnoo-Sarma, in a series of connected fables, interspersed with moral, prudential, and political maxims; translated from an ancient manuscript in the Sanskreet language. With explanatory notes, by Charles Wilkins.		1787	['Endnotes']	['Notes.']	['""Page. I No. 3 Dhoorjatee. One of the titles of Seeva, the Deity in his destroying quality...."']	['Back']	
33967	Ingenious and diverting letters of a lady's travels into Spain; describing the devotions, nunneries, humour, customs, laws, militia, trade, diet, and recreations of that people. Intermix'd with great variety of modern adventures, and surprizing accidents; being the truest and best remarks extant, on that court and country. The tenth edition. With the addition of a letter of the state of Spain, as it was in the year 1700. By an English gentleman. In two volumes.	Aulnoy	1735	['Dedication']	['To Sir Richard Steele']	['""Sir, the reputation you have obtain\'d in the world for learning, wit, good sense, and a general knowledge of mankind, very much exposes you to addresses of this nature."']	['Front']	['v.1']
3466800	The life, voyages and adventures of Bampfylde-Moore Carew; commonly called, king of the beggars. Being an impartial account of his life, from his leaving Tiverton School, at the age of fifteen, and entering into a society of gypsies, to his death: The great number of characters and shapes he has appeared in through Great-Britain and Ireland, and several other places of Europe: with a history of his travels twice through great part of America. Collected and amended from his own writings, by Thomas Price, of Poole, in Devon, to which is added, a dictionary of the cant language, used by the mendicants.		1785	['Preface']	['Preface.']	['""The compiler, being well acquainted with Mr. Bampfylde-Moore Carew, thinks himself authorised to declare to the reader, that this edition is the most authentic and fullest account ever published of this extraordinary man; as it is selected wholly from the journals which he constantly kept of his travels; and still remain in the possession of his family."']	['Front']	
3466800	The life, voyages and adventures of Bampfylde-Moore Carew; commonly called, king of the beggars. Being an impartial account of his life, from his leaving Tiverton School, at the age of fifteen, and entering into a society of gypsies, to his death: The great number of characters and shapes he has appeared in through Great-Britain and Ireland, and several other places of Europe: with a history of his travels twice through great part of America. Collected and amended from his own writings, by Thomas Price, of Poole, in Devon, to which is added, a dictionary of the cant language, used by the mendicants.		1785	['Footnotes']		['Explanatory footnotes throughout, marked by dagger or asterisk.']	['Middle']	
3466800	The life, voyages and adventures of Bampfylde-Moore Carew; commonly called, king of the beggars. Being an impartial account of his life, from his leaving Tiverton School, at the age of fifteen, and entering into a society of gypsies, to his death: The great number of characters and shapes he has appeared in through Great-Britain and Ireland, and several other places of Europe: with a history of his travels twice through great part of America. Collected and amended from his own writings, by Thomas Price, of Poole, in Devon, to which is added, a dictionary of the cant language, used by the mendicants.		1785	['Glossary']	['As the language of the community of the gypsies is very expressive, and different from all others, we think we shall do a pleasure to the curious by annexing a specimen of it.']	['Organized alphabetically. Extends p.205-212. ""Abram,---naked, without cloaths, or scarce enough to cover the nakedness."" ""Ferret---a pawnbroker, or tradesan that sells good to young spendthrifts upon trust at excessive rates, and then hunts them without mercy, and often throws them into a goal, where they perish for his debt."" ""To tip the velvet--to tongue a woman."" ""Wooden ruff---a pillory, he wore the wooden ruff, he stood in the pillory."" ""Beard-splitter---a whoremaster-beck, or harmenbeck; a beadle."']	['Back']	
3482651	The novelist's magazine. Vol. XX. Containing Pamela.	Richardson, Samuel	1785	['Preface']	['Preface by the editor.']	['""If to divert and entertain, and at the same time, to instruct and improve the minds of the youth of both sexes; [...]"']	['Front']	
3482651	The novelist's magazine. Vol. XX. Containing Pamela.	Richardson, Samuel	1785	['To the Author']	['To the editor of the piece intituled Pamela; or, virtue rewarded.']	['""Dear sir, I have had inexpressible pleasure in the perusal of your Pamela.""', 'Signed ""J.B.D.F."']	['Front']	
3482651	The novelist's magazine. Vol. XX. Containing Pamela.	Richardson, Samuel	1785	['To the Author']	['To my worthy friend the editor of Pamela.']	['""Sir, I return the manuscript of Pamela by the bearer, which I have read with a great deal of pleasure."']	['Front']	
3482651	The novelist's magazine. Vol. XX. Containing Pamela.	Richardson, Samuel	1785	['Introduction']	['Introduction to the present edition.']	['""The kind reception which this piece has met with from the publick, deserves not only acknowledgement, but that some notice should be taken of objections that have come to hand against it.""', 'Contains a series of letters both praising and criticizing Pamela, and responses to them."']	['Front']	
3482651	The novelist's magazine. Vol. XX. Containing Pamela.	Richardson, Samuel	1785	['Poem']	['Verses sent to the bookseller; directed to the unknown author of Pamela.']	['""Blest be thy pow\'rful pen, whoe\'er thou art,---Thou skill\'d great moulder of the master\'d heart!---Where hast thou lain conceal\'d? - or why thought fit,---At this dire period, to unveil thy wit?"']	['Front']	
3482651	The novelist's magazine. Vol. XX. Containing Pamela.	Richardson, Samuel	1785	['Preface']	['Preface to the third and fourth volumes.']	['""The two former volumes of Pamela met with a success greatly exceeding the most sanguine expectations: and the editor hopes, that the letters which compose these, will be found equally written to nature, avoiding all romantick flights, improbable surprises, and irrational machinery; [...]""', 'Located pg. [293]."']	['Middle']	
3482651	The novelist's magazine. Vol. XX. Containing Pamela.	Richardson, Samuel	1785	['Conclusion']	['Conclusion.']	['""The editor thinks proper to conclude in this place, that he may not be thought to deserve a suspicion, that the extent of the work was to be measured but by the patience of it\'s readers. But he thinks it necessary, in order to elucidate the whole, to subjoin a brief note of the following facts."']	['Back']	
3482651	The novelist's magazine. Vol. XX. Containing Pamela.	Richardson, Samuel	1785	['Footnotes']		['Located throughout. All are indexical. Many pages have multiple footnotes.']	['Middle']	
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Poem']	['A sonnet to the author of Clarissa.']	['""O master of the heart! whose magic skill---the close recesses of the soul can find,---can rouse, becalms, and terrify the mind,---now melt with pity, now with anguish thrill;"']	['Front']	['v.1']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Preface']	['Preface.']	['""The following history is given in a series of letters written principally in a double yet separate correspondence; between two young ladies of virtue and honour, bearing an inviolable friendship for each other, and writing not merely for amusement, but upon the most interesting subjects; [ ]"']	['Front']	['v.1']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['List of characters']	['Names of the principal persons.']		['Front']	['v.1']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Table of contents']	['Contents of vol. I.']		['Back']	['v.1']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Table of contents']	['Contents of vol. II.']		['Back']	['v.2']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Table of contents']	['Contents of vol. IV.']		['Back']	['v.4']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Table of contents']	['Contents of vol. V.']		['Back']	['v.5']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Table of contents']	['Contents of vol. VI.']		['Back']	['v.6']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Table of contents']	['Contents of vol. VII.']		['Back']	['v.7']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Table of contents']	['Contents of vol. VIII.']		['Back']	['v.8']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Conclusion']	['Conclusion. Supposed to be written by Mr. Belford.']	['""What remains to be mentioned for the satisfaction of such of the readers as may be presumed to have interested themselves in the fortunes of those other principles in the story, who survived Mr. Lovelace, will be found summarily related as follows: [...]"" Conclusion is 25 pages, p339-364"']	['Back']	['v.8']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Postscript']	['Postscript. Referred to in the preface. In which several objections that have been made, as well to the catastrophe, as to different parts of the preceding history, are briefly considered.']	['""The forgiving work has been published at three different periods of time, the author, in the course of its publication, was favoured with many anonymous letters, in which the writers differently expressed their wishes with regard to the apprehended catastrophe."']	['Back']	['v.8']
348412	Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. Vol. I. A new edition.	Richardson, Samuel	1785	['Footnotes']		['Located on pages v.7 pages 369, 375, 378 and v.8 pages 385, 387']	['Back']	['v.7', 'v.8']
349453	Clarissa; or, the history of a young lady. Comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct both of parents and children, in relation to marriage. By Mr. Samuel Richardson. In eight volumes.	Richardson, Samuel	1784	['Preface']	['Preface.']	['""The following history is given in a series of letters, written principally in a double yet separate correspondence; between two young ladies of virtue and honour, bearing an inviolable friendship for each other, and writing not merely for amusement, but upon the most interesting subjects; in which every private family, more or less, may find itself concerned: and, between two gentlemen of free lives; one of them glorying in his talents for stratagem and invention, and communicating to the other, in confidence, all the secret purposes of an intriguing head and resolute heart.""', 'Towards the end of the preface (p. iv), Richardson comments on how readers may approach the novel: ""It will probably be thought tedious to all such as dip into it, expecting a light novel, or transitory romance; and look upon story in it (interesting as that is generally allowed to be) as it\'s sole end, rather than as a vehicle to the instruction"']	['Front']	['v.1']
349453	Clarissa; or, the history of a young lady. Comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct both of parents and children, in relation to marriage. By Mr. Samuel Richardson. In eight volumes.	Richardson, Samuel	1784	['Poem']	['Sonnet. To the author of Clarissa.']	['""O master of the heart! whose magick skill---the close recesses of the soul can find,---can rouze, becalm, and terrify the mind,---now melt with pity, now with anguish thrill; [...]"" Sonnet was written by Thomas Edwards (though he is not named in the text)"']	['Front']	['v.1']
349453	Clarissa; or, the history of a young lady. Comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct both of parents and children, in relation to marriage. By Mr. Samuel Richardson. In eight volumes.	Richardson, Samuel	1784	['Character information']	['Names of the principal persons.']	['""Miss Clarissa Harlowe, a young lady of great beauty and merit."']	['Front']	['v.1']
349453	Clarissa; or, the history of a young lady. Comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct both of parents and children, in relation to marriage. By Mr. Samuel Richardson. In eight volumes.	Richardson, Samuel	1784	['Conclusion']	['Conclusion. Supposed to be written by Mr. Belford.']	['""What remains to be mentioned for the satisfaction of such of the readers as may be presumed to have interested themselves in the fortunes of those other principals in the story, who survived Mr. Lovelace, will be found summarily related as follows: [...]"']	['Back']	['v.2']
349453	Clarissa; or, the history of a young lady. Comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct both of parents and children, in relation to marriage. By Mr. Samuel Richardson. In eight volumes.	Richardson, Samuel	1784	['Postscript']	['Postscript. Referred to in the Preface. In which several objections that have been made, as well to the catastrophe, as to different parts of the preceding history, are briefly considered.']	['""The foregoing work having been published at three different periods of time, the Author, in course of it\'s publication, was favoured with many anonymous letters, in which the writers differently expressed their wished with regard to the apprehended catastrophe.""', 'Here Richardson quotes excerpts from letters and critiques of the novel he has received, and responds to them."']	['Back']	['v.2']
349453	Clarissa; or, the history of a young lady. Comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct both of parents and children, in relation to marriage. By Mr. Samuel Richardson. In eight volumes.	Richardson, Samuel	1784	['Contents']	['Contents.']	['""Vol. I. Lett. I. Miss Howe, to Miss Clarissa Harlowe. Desires from her the particulars of the rencounter between Mr. Lovelace and her brother; and of the usage she receives upon it: also the whole of her story from the time Lovelace was introduced as a suitor to her sister Arabella. Admires her great qualities, and glories in the friendship between them.""', 'This section contains summaries of each letter, separated by volume."']	['Back']	['v.2']
349453	Clarissa; or, the history of a young lady. Comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct both of parents and children, in relation to marriage. By Mr. Samuel Richardson. In eight volumes.	Richardson, Samuel	1784	['Footnotes']		['Extensive footnotes throughout both volumes. Many of these are explanatory/clarifying footnotes referring readers to other moments in the text (e.g. ""See Vol. II, p. 153""), and/or reminding them of earlier events. Footnotes are also used to respond to critiques of the novel."']	['Middle', 'Back']	['v.1', 'v.2']
3766789	Francis, the philanthropist: an unfashionable tale. In three volumes. Vol. I.	Johnson	1786	['Dedication']	['To Lady Williams-Wynne.']	['""Madam, that I am urged by an impulse, which I cannot resist, to lay at your ladyship\'s feet the production of hours devoted by sinister events to involuntary retirement, will, I am apprehensive, prove an apology very inadequate to my presumption; it is in your ladyship\'s goodness that I must seek an excuse; nor will I despair of finding it in that benign disposition, which is the theme of universal admiration."']	['Front']	
3766789	Francis, the philanthropist: an unfashionable tale. In three volumes. Vol. I.	Johnson	1786	['Advertisement']	['Advertisement to the public.']	['""That the epistolary manner of novel-writing, adopted by the late celebrated and truly ingenious Mr. Richardson, has been universally followed by the writers of that class, who, springing from his ashes, have multiplied to a degree altogether incredible, will cease to be matter of astonishment, when we reflect on the great superiority which this species of writing has, in many circumstances, over simple narrative."']	['Front']	
3959310	The novelist's magazine. Vol. I. Containing Almoran and Hamet, Joseph Andrews, and Amelia.	Fielding, Henry	1780	['Preface']	['The preface.']	['""As it is possible the mere English reader may have a different idea of romance from the author of these little volumes; and may consequently expect a kind of entertainment not to be found[...]it may not be impromper to premise a few words concerning this kind of writing[...]"']	['Front']	
3959310	The novelist's magazine. Vol. I. Containing Almoran and Hamet, Joseph Andrews, and Amelia.	Fielding, Henry	1780	['Footnotes']		['Explanatory footnotes throughout.']	['Middle']	
3979903	The novelist's magazine. Vol. I. Containing Almoran and Hamet, Joseph Andrews, and Amelia.	Hawkesworth, John	1780	['Dedication']	['To the king.']	['""Sir, amidst the congratulations and praises of a free, a joyful, and now united people, who are ambitious to express their duty and their wishes in their various classes; I think myself happy to have Your Majesty\'s most gracious permission to approach you, and, after the manner of the people whose character I have assumed, to bring an humble offering in my hand."']	['Front']	
3980016	The novelist's magazine. Vol. I. Containing Almoran and Hamet, Joseph Andrews, and Amelia.	Fielding, Henry	1780	['Dedication']	['To Ralph Allen, Esq.']	['""Sir, the following book is sincerely designed to promote the cause of virtue[...]""', 'Dedication signed with location and date: ""Bow-Street, December 12, 1751""."']	['Front']	
3980153	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Langhorne, John	1780	['Dedication']	['To the queen.']	['""Madam, to the public testimonies of respect and duty offered to your majesty on the happy occasion of your nuptials, may an individual add his wishes for the long continuance of an union so auspicious to your people?"']	['Front']	
3980153	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Langhorne, John	1780	['Footnotes']		['Work includes a single footnote: ""See Catullus"" p32"']	['Middle']	
3980160	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Goldsmith, Oliver	1780	['Advertisement']	['Advertisement.']	['""There are an hundred faults in this thing, and an hundred things might be said to prove them beauties. But it is needless."']	['Front']	
3980210	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Voltaire	1780	['Dedication']	['Epistle dedicatory to the Sultana Sheraa, the 18th of the month Scheval, in the year of the hegira 837.']	['""Delight of every eye, torment of every heart, divine light of the mind!"" I kiss not the dust of thy feet, because thou seldom walkest, and when thou dost, it is only on the carpets of Iran, or with thy way strewed with roses."']	['Front']	
3980210	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Voltaire	1780	['Other']	['Approbation.']	['""I the underwritten, who have obtained the reputation of learning, and even that of being a man of wit, have read this manuscript, which I find, to my great mortification, is curious, amusing, moral, philosophical, and well worth reading, even by those who dislike romances: [...]"']	['Front']	
3980210	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Voltaire	1780	['Footnotes']		['On pp. 9 and 24.']	['Middle']	
3980224	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig; and The devil upon two sticks.	Le Sage, Alain-RenÈ	1780	['Letter']	["Asmodeus's crutches."]	['""Sir, I take this opportunity of acquainting you, that there is published a new edition of the Devil upon two sticks."']	['Front']	
3980224	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig; and The devil upon two sticks.	Le Sage, Alain-RenÈ	1780	['Other']	['Dialogues, serious and comic, between two chimneys of Madrid.']	['""Dialogue I. The chimney A. and the chimney B. A: It is all over with me, my dear neighbour, I am quite ruined: the Lares, my protecting gods, now freeze my hearth, and the same chilness seizes myself from head to foot."']	['Front']	
3980224	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig; and The devil upon two sticks.	Le Sage, Alain-RenÈ	1780	['Footnotes']		['Most footnotes explain elements of Spanish and Italian language and culture. Examples on pages 17, 49, 56, 64']	['Middle']	
3980233	The novelist's magazine. Vol. III. containing The tales of the genii, and Tom Jones.	Morell, Charles	1780	['Dedication']	['To His Royal Highness George, Prince of Wales.']	['""May it please your Royal Highness, as this work is designed to promote the cause of morality, I have presumed to lay it at the feet of your Royal Highness; whose early entrance into the paths of virtue, under the conduct of an illustrious and royal mother, and the direction and auspices of the best of fathers and kings, has encouraged me to hope, that these tales were hereafter meet with your Royal Highness\'s approbation."']	['Front']	
3980233	The novelist's magazine. Vol. III. containing The tales of the genii, and Tom Jones.	Morell, Charles	1780	['To the Reader']	['The editor to the reader.']	['""Kind reader, though Sir Charles Morell has been long since dead, yet it is not in the least wonderful that this work has been kept from the public eye, as his papers were left to relations, who neither knew nor enquired into the value of his works."']	['Front']	
3980233	The novelist's magazine. Vol. III. containing The tales of the genii, and Tom Jones.	Morell, Charles	1780	['Character information']	['The life of Horam the son of Asmar. Written by Sir Charles Morell.']	['""During my long and painful residence in many different parts of Asia, both in the mogul\'s dominions, and in those of the Ottoman empire, it was my fortune, several times, to meet with a small Persian work, entitled, \'The delightful lessons of Horam, the son of Asmar;\' a book of great note both at Ispahan and Constantinople, and frequently read by the religious teachers of Mahomet to their disciples, to excite them to works of morality and religion."']	['Front']	
3980240	The novelist's magazine. Vol. III. containing The tales of the genii, and Tom Jones.	Fielding, Henry	1780	['Dedication']	["To the Honourable George Lyttelton, Esq. One of the Lord's commissioners of the Treasury."]	['""Sir, notwithstanding your constant refusal, when I have asked leave to prefix your name to this Dedication, I must still insist on my right to desire your protection of this work."']	['Front']	
4732386		Murdoch, John	1783	['Dedication']		['""To the right honourable John Earl of Galloway, as an expression, however inadequate, of the respect due to a character, less distinguished by the honours which are connected with an exalted rank, than by the applauses which are inseparable from the active integrity of of a good man..."']	['Front']	['v.1']
4732386		Murdoch, John	1783	['Preface']	['Preface.']	['""Easy, as it must ever be pleasing, is the talk of writing from the heart, when the heart is truly affected; but to write to the heart, when the springs, which actuate the feelings of the reader, incline not spontaneously to vibrate in a sympathetic unison with those of the writer, that is a task, which, in itself ungracious, seldom fails to terminate in a disappointment to both."']	['Front']	['v.1']
4732386		Murdoch, John	1783	['Table of contents']	['Contents.']	['""Volume I. The danger of the passions, an allegorical tale. - - Page I...."']	['Front']	['v.1']
4732386		Murdoch, John	1783	['Table of contents']	['Contents.']	['""Volume II. The adventures of a friend of truth, an oriental history, in two parts...."']	['Front']	['v.2']
4732386		Murdoch, John	1783	['Advertisement']	['Advertisement.']	['Pp. 196-197. ""The following bagatelle was written several years ago, for the purpose of a domestic exhibition, then in agitation among some young gentlemen and ladies, fondly attached to an amusement, harmless in itself, and never surely censurable but from its abuse."']	['Middle']	['v.2']
4732386		Murdoch, John	1783	['Footnotes']		['Footnotes located on pp. 78, 128, 194. P. 78: ""A tea hardly known to Englishmen, but preferable...."']	['Middle']	['v.1', 'v.2']
4732386		Murdoch, John	1783	['Endnotes']		['Located on page 228, marked by manicula. ""Throughout the preceding pages, the vowel u may have often presented itself with an intrusion disgusting to the eye, in such words as honour, favour, errour, &c. [...]"']	['Back']	['v.2']
4742076	Pictures of the heart, sentimentally delineated in the danger of the passions, an allegorical tale: the adventures of a friend of truth, an oriental history, in two parts: the embarrassments of love, a novel: and the double disguise, a drama, in two acts. By John Murdoch. In two volumes. Vol. I.	Murdoch, John	1783	['Dedication']		['""To the right honourable John Earl of Galloway, as an expression however inadequate, of the respect due to a character, less distinguished by the honours which are connected with an exalted rank, than by the applauses which are inseparable from the active integrity of a good man, and a virtuous senatour, these volumes are, with the pen of sincerity, humbly inscribed by his lordship\'s most obedient servant, the authour."']	['Front']	['v.1']
4742076	Pictures of the heart, sentimentally delineated in the danger of the passions, an allegorical tale: the adventures of a friend of truth, an oriental history, in two parts: the embarrassments of love, a novel: and the double disguise, a drama, in two acts. By John Murdoch. In two volumes. Vol. I.	Murdoch, John	1783	['Preface']	['Preface']	['""Easy, as it must ever be pleasing, is the talk of writing from the heart, when the heart is truly affected; but to write to the heart, when the springs, which actuate the feelings of the reader, incline not spontaneously to vibrate in a sympathetic unison with those of the writer, that is talk, which, in itself ungracious, seldom fails to terminate in a disappointment to both."']	['Front']	['v.1']
4742076	Pictures of the heart, sentimentally delineated in the danger of the passions, an allegorical tale: the adventures of a friend of truth, an oriental history, in two parts: the embarrassments of love, a novel: and the double disguise, a drama, in two acts. By John Murdoch. In two volumes. Vol. I.	Murdoch, John	1783	['Table of contents']	['Contents. Volume I.']		['Front']	['v.1']
4742076	Pictures of the heart, sentimentally delineated in the danger of the passions, an allegorical tale: the adventures of a friend of truth, an oriental history, in two parts: the embarrassments of love, a novel: and the double disguise, a drama, in two acts. By John Murdoch. In two volumes. Vol. I.	Murdoch, John	1783	['Table of contents']	['Contents. Volume II.']	['Page numbering for this second table of contents restarts rather than continuing from the first volume. This suggest the two volumes were likely later bound together.']	['Front']	['v.1']
4742076	Pictures of the heart, sentimentally delineated in the danger of the passions, an allegorical tale: the adventures of a friend of truth, an oriental history, in two parts: the embarrassments of love, a novel: and the double disguise, a drama, in two acts. By John Murdoch. In two volumes. Vol. I.	Murdoch, John	1783	['Footnotes']		['Transcription: ""See vol. I. p. 187."']	['Middle']	['v.2']
4742076	Pictures of the heart, sentimentally delineated in the danger of the passions, an allegorical tale: the adventures of a friend of truth, an oriental history, in two parts: the embarrassments of love, a novel: and the double disguise, a drama, in two acts. By John Murdoch. In two volumes. Vol. I.	Murdoch, John	1783	['Advertisement']	['Advertisement.']	['Transcription: ""The following bagatelle was written several years ago, for the purpose of a domestic exhibition, then in agitation among some young gentlemen and ladies, fondly attached to an amusement, harmless in itself, and never surely censurable but from its abuse.""', 'The advertisement is placed in the middle of the work as a whole, but it serves as an introduction to one of the smaller works, ""The Double Disguise a Drama in Two Acts""."']	['Middle']	['v.2']
4742076	Pictures of the heart, sentimentally delineated in the danger of the passions, an allegorical tale: the adventures of a friend of truth, an oriental history, in two parts: the embarrassments of love, a novel: and the double disguise, a drama, in two acts. By John Murdoch. In two volumes. Vol. I.	Murdoch, John	1783	['Postscript']	['Postscript.']	['Transcription: ""It was my intention to subjoin, in this place, a list of such inaccuracies as might have crept into the work during its progress at the press; a progress, which has, indeed, though in another sense, been literally of the creeping sort."']	['Back']	['v.2']
4742076	Pictures of the heart, sentimentally delineated in the danger of the passions, an allegorical tale: the adventures of a friend of truth, an oriental history, in two parts: the embarrassments of love, a novel: and the double disguise, a drama, in two acts. By John Murdoch. In two volumes. Vol. I.	Murdoch, John	1783	['Advertisement']		['Transcription: ""Preparting by the authour for the press, a new, and highly-improved, edition of the Tears of Sensibility, from the french of M. D\'Arnaud, in two volumes, correspondent with these, price five shillings, sewed, or six shillings bound."']	['Back']	['v.2']
4805340	The life and adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.	Defoe, Daniel	1780	['Preface']	['The preface.']	['""If ever the story of any private man\'s adventures in the world were worth making public, and were acceptable when published, the editor of this account thinks this will be so."']	['Front']	
4805340	The life and adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.	Defoe, Daniel	1780	['Errata']	['Errata.']	['""Pag. 25, lin. 4, yon, read you...."']	['Back']	
4806147	The life of Aristides, the Athenian; who was decree'd to be banish'd for his justice. Translated from an Arabick manuscript; suppos'd to be written originally in Greek, by Theophrastus.	Delany, Patrick	1714	['Preface']	['The preface.']	['""Tis the fashion to write prefaces, both to our own works, and to other men\'s; S---m and St. A---h have done the former, and the learned Mr. Fr---h the latter: and I see no reason. why I shou\'d not do it as well as they, except it be, and that I am not in the number of the disaffected."']	['Front']	
54578	Diana. A pastoral novel. From the Spanish of George de Montemayor.	Montemayor, Jorge de	1737	['Preface']	['The preface to the reader.']	['""The coins of ancient Greece and Rome are bits of silver and brass in the hands of those who have no taste for antiquity or sculpture; in the eyes of the litterati, however, they are more precious than jewels, and with reason, since the lustre of those only dazzle the eyes, while the beauties of these delight and improve the mind."']	['Front']	
590004	The history of Numa Pompilius, second king of Rome. Translated from the French of Mon. de Florian, by Miss Elizabeth Morgan. And dedicated, by permission, to her majesty. Vol. I.	Florian	1787	['Dedication']	['To the queen.']	["Madam, when your majesty shall condescend to honour the following pages with a gracious perusal, the virtues of a Roman monarch--the husband of Egeria--will appear so immediately similar to those of a British king, your majesty's illustrious consort, as not only to invite, and excuse the idea of a parallel, but to encourage that also of laying them at your royal feet."]	['Front']	['v.1']
